tipnames	virus.subtype	host.class	host.order	collection.region.name	tiplocation_lat	tiplocation_lon
H5N1.EPI_ISL_8338502.Anseriformes.croatia.NA.2021-12-29	H5N1	Anseriformes_wild	Anseriformes	southern europe	45.1	15.2
H5N1.EPI_ISL_12749687.Galliformes.israel.2.2021-10-12	H5N1	Galliformes_domestic	Galliformes	western asia	32.8404017	35.4781926000001
H5N1.EPI_ISL_13369775.Galliformes.united_kingdom.2.2021-11-23	H5N1	Galliformes_domestic	Galliformes	northern europe	52.0190289	-0.770427400000017
H5N1.EPI_ISL_14497837.Anseriformes.united_kingdom.2.2022-07-26	H5N1	Anseriformes_domestic	Anseriformes	northern europe	52.0190289	-0.770427400000017
H5N1.EPI_ISL_12917757.Galliformes.israel.2.2021-10-29	H5N1	Galliformes_domestic	Galliformes	western asia	32.8404017	35.4781926000001
H5N1.EPI_ISL_17785725.Galliformes.austria.2.2021-11-25	H5N1	Galliformes_domestic	Galliformes	western europe	48.189578	16.3999888
H5N1.EPI_ISL_13453571.Suliformes.united_kingdom.2.2022-05-10	H5N1	Suliformes_wild	Suliformes	northern europe	56.3953367	-3.43466100000001
H5N1.EPI_ISL_14388434.Accipitriformes.belgium.2.2021-12-24	H5N1	Accipitriformes_wild	Accipitriformes	western europe	51.30054	3.15300000000002
H5N1.EPI_ISL_14388346.Strigiformes.belgium.2.2021-12-23	H5N1	Strigiformes_wild	Strigiformes	western europe	51.30054	3.15300000000002
H5N1.EPI_ISL_17785731.Anseriformes.austria.2.2022-01-03	H5N1	Anseriformes_wild	Anseriformes	western europe	46.6886937	15.0803035
H5N1.EPI_ISL_13370892.Charadriiformes.united_kingdom.2.2021-12-03	H5N1	Charadriiformes_wild	Charadriiformes	northern europe	52.0190289	-0.770427400000017
H5N1.EPI_ISL_13418526.Pelecaniformes.israel.NA.2022-01-18	H5N1	Pelecaniformes_wild	Pelecaniformes	western asia	31.046051	34.8516119999999
H5N1.EPI_ISL_16096042.Charadriiformes.germany.2.2022-02-07	H5N1	Charadriiformes_wild	Charadriiformes	western europe	47.795204	12.533457
H5N1.EPI_ISL_17785727.Galliformes.austria.2.2022-01-19	H5N1	Galliformes_domestic	Galliformes	western europe	48.307958	14.300149
H5N1.EPI_ISL_13453560.Galliformes.united_kingdom.2.2022-05-29	H5N1	Galliformes_domestic	Galliformes	northern europe	56.3953367	-3.43466100000001
H5N1.EPI_ISL_13486819.Anseriformes.united_kingdom.2.2021-12-15	H5N1	Anseriformes_wild	Anseriformes	northern europe	56.3953367	-3.43466100000001
H5N1.EPI_ISL_13370922.Galliformes.united_kingdom.2.2022-04-06	H5N1	Galliformes_domestic	Galliformes	northern europe	52.0190289	-0.770427400000017
H5N1.EPI_ISL_17033245.Falconiformes.netherlands.NA.2022-01-06	H5N1	Falconiformes_wild	Falconiformes	western europe	52.132633	5.29126599999995
H5N1.EPI_ISL_13370894.Gruiformes.united_kingdom.2.2022-01-28	H5N1	Gruiformes_wild	Gruiformes	northern europe	52.0190289	-0.770427400000017
H5N1.EPI_ISL_18361460.Pelecaniformes.croatia.NA.2021-12-08	H5N1	Pelecaniformes_wild	Pelecaniformes	southern europe	45.1	15.2
H5N1.EPI_ISL_13370618.Accipitriformes.united_kingdom.2.2021-12-22	H5N1	Accipitriformes_wild	Accipitriformes	northern europe	52.0190289	-0.770427400000017
H5N1.EPI_ISL_16838577.Anseriformes.russia.2.2021-09-14	H5N1	Anseriformes_wild	Anseriformes	central asia	55.1512	61.4291
H5N1.EPI_ISL_16838579.Pelecaniformes.russia.2.2021-07-16	H5N1	Pelecaniformes_wild	Pelecaniformes	eastern europe	61.52401	105.318756
H5N1.EPI_ISL_16676477.Anseriformes.belgium.2.2022-01-17	H5N1	Anseriformes_wild	Anseriformes	western europe	50.9738973	5.34196769999994
H5N1.EPI_ISL_14389133.Charadriiformes.belgium.2.2022-01-06	H5N1	Charadriiformes_wild	Charadriiformes	western europe	51.21992	4.39625000000001
H5N1.EPI_ISL_15647835.Anseriformes.south_korea.9.2022-10-19	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922
H5N1.EPI_ISL_17964947.Galliformes.united_states.9.2023-04-19	H5N1	Galliformes_domestic	Galliformes	northern america	39.3209801	-111.0937311
H5N1.EPI_ISL_16297360.Galliformes.united_states.9.2022-10-13	H5N1	Galliformes_domestic	Galliformes	northern america	34.2354138	-91.2891036
H5N1.EPI_ISL_17051428.Pelecaniformes.canada.9.2022-11-21	H5N1	Pelecaniformes_wild	Pelecaniformes	northern america	53.7266683	-127.6476206
H5N1.EPI_ISL_17051479.Strigiformes.canada.NA.2023-01-09	H5N1	Strigiformes_wild	Strigiformes	northern america	53.7266683	-127.6476206
H5N1.EPI_ISL_17051351.Anseriformes.canada.NA.2022-05-31	H5N1	Anseriformes_wild	Anseriformes	northern america	53.7266683	-127.6476206
H5N1.EPI_ISL_16183656.Anseriformes.canada.9.2022-04-27	H5N1	Anseriformes_wild	Anseriformes	northern america	53.9332706	-116.5765035
H5N1.EPI_ISL_16189912.Strigiformes.canada.9.2022-04-28	H5N1	Strigiformes_wild	Strigiformes	northern america	53.9332706	-116.5765035
H5N1.EPI_ISL_17051463.Passeriformes.canada.NA.2022-12-19	H5N1	Passeriformes_wild	Passeriformes	northern america	53.7266683	-127.6476206
H5N1.EPI_ISL_17051424.Anseriformes.canada.9.2022-11-17	H5N1	Anseriformes_wild	Anseriformes	northern america	53.7266683	-127.6476206
H5N1.EPI_ISL_17260681.Carnivora.united_states.9.2022-06-15	H5N1	Carnivora_wild	Carnivora	northern america	63.588753	-154.4930619
H5N1.EPI_ISL_16183504.Galliformes.canada.9.2022-05-16	H5N1	Galliformes_domestic	Galliformes	northern america	53.9332706	-116.5765035
H5N1.EPI_ISL_17051467.Accipitriformes.canada.NA.2022-12-19	H5N1	Accipitriformes_wild	Accipitriformes	northern america	53.7266683	-127.6476206
H5N1.EPI_ISL_16023376.Carnivora.canada.9.2022-05-31	H5N1	Carnivora_wild	Carnivora	northern america	53.9332706	-116.5765035
H5N1.EPI_ISL_16297342.Galliformes.united_states.9.2022-10-17	H5N1	Galliformes_domestic	Galliformes	northern america	31.9685988	-99.9018131
H5N1.EPI_ISL_17964858.Accipitriformes.united_states.9.2023-02-14	H5N1	Accipitriformes_wild	Accipitriformes	northern america	39.5500507	-105.7820674
H5N1.EPI_ISL_18133512.Strigiformes.united_states.NA.2022-04-22	H5N1	Strigiformes_wild	Strigiformes	northern america	41.4774748	-105.6366568
H5N1.EPI_ISL_18133411.Anseriformes.united_states.NA.2022-04-27	H5N1	Anseriformes_wild	Anseriformes	northern america	46.8796822	-110.3625658
H5N1.EPI_ISL_18133390.Anseriformes.united_states.NA.2022-04-18	H5N1	Anseriformes_wild	Anseriformes	northern america	44.5588028	-72.5778415
H5N1.EPI_ISL_18133392.Anseriformes.united_states.NA.2022-03-17	H5N1	Anseriformes_wild	Anseriformes	northern america	42.3288623	-83.1206665
H5N1.EPI_ISL_18133451.Anseriformes.united_states.NA.2022-03-25	H5N1	Anseriformes_wild	Anseriformes	northern america	47.5514926	-101.0020119
H5N1.EPI_ISL_17414661.Anseriformes.nigeria.NA.2021-12-28	H5N1	Anseriformes_wild	Anseriformes	western africa	9.081999	8.67527700000005
H5N1.EPI_ISL_14871336.Galliformes.benin.2.2021-08-01	H5N1	Galliformes_domestic	Galliformes	western africa	9.30769	2.315834
H5N8.EPI_ISL_3098710.Anseriformes.sweden.1.2021-06-17	H5N8	Anseriformes_wild	Anseriformes	northern europe	57.649684	18.714468
H5N8.EPI_ISL_4805852.Carnivora.germany.1.2021-08-18	H5N8	Carnivora_wild	Carnivora	western europe	54.2193672	9.69611669999995
H5N8.EPI_ISL_3026043.Charadriiformes.sweden.1.2021-06-17	H5N8	Charadriiformes_wild	Charadriiformes	northern europe	57.649684	18.714468
H5N8.EPI_ISL_3102072.Galliformes.poland.1.2021-05-07	H5N8	Galliformes_domestic	Galliformes	eastern europe	52.5373228	21.076828799999902
H5N8.EPI_ISL_3319859.Anseriformes.sweden.1.2021-07-19	H5N8	Anseriformes_wild	Anseriformes	northern europe	57.649684	18.714468
H5N8.EPI_ISL_2932612.Anseriformes.kazakhstan.1.2020-09-22	H5N8	Anseriformes_wild	Anseriformes	central asia	53.2804	69.3762
H5N8.EPI_ISL_2932682.Columbiformes.kazakhstan.1.2020-09-15	H5N8	Columbiformes_wild	Columbiformes	central asia	53.2804	69.3762
H5N8.EPI_ISL_2932617.Passeriformes.kazakhstan.1.2020-09-15	H5N8	Passeriformes_wild	Passeriformes	central asia	53.2804	69.3762
H5N8.EPI_ISL_2932683.Galliformes.kazakhstan.1.2020-10-09	H5N8	Galliformes_domestic	Galliformes	central asia	53.2804	69.3762
H5N8.EPI_ISL_7597827.Podicipediformes.belgium.1.2020-11-24	H5N8	Podicipediformes_wild	Podicipediformes	western europe	51.02337	3.62184999999999
H5N8.EPI_ISL_995172.Galliformes.united_kingdom.1.2020-12-31	H5N8	Galliformes_domestic	Galliformes	northern europe	54.7877149	-6.49231450000002
H5N8.EPI_ISL_722175.Anseriformes.france.NA.2020-12-05	H5N8	Anseriformes_wild	Anseriformes	western europe	46.227638	2.21374900000001
H5N8.EPI_ISL_7596571.Passeriformes.belgium.1.2020-11-13	H5N8	Passeriformes_wild	Passeriformes	western europe	51.30054	3.15300000000002
H5N8.EPI_ISL_2932600.Anseriformes.kazakhstan.1.2020-09-01	H5N8	Anseriformes_wild	Anseriformes	central asia	43.255058	76.912628
H5N8.EPI_ISL_2932608.Galliformes.kazakhstan.1.2020-09-01	H5N8	Galliformes_domestic	Galliformes	central asia	43.255058	76.912628
H5N8.EPI_ISL_623074.Galliformes.iraq.1.2020-05-12	H5N8	Galliformes_domestic	Galliformes	western asia	36.3489	44.1577
H5N8.EPI_ISL_13632084.Galliformes.kazakhstan.1.2020-08-01	H5N8	Galliformes_domestic	Galliformes	central asia	43.255058	76.912628
H5N8.EPI_ISL_14874401.Galliformes.kazakhstan.1.2020-08-01	H5N8	Galliformes_domestic	Galliformes	central asia	48.019573	66.923684
H5N8.EPI_ISL_644146.Galliformes.russia.1.2020-08-06	H5N8	Galliformes_domestic	Galliformes	central asia	55.1512	61.4291
H5N8.EPI_ISL_5137952.Galliformes.germany.1.2021-03-14	H5N8	Galliformes_domestic	Galliformes	western europe	52.6367036	9.8450765
H5N8.EPI_ISL_5098159.Anseriformes.germany.1.2021-02-16	H5N8	Anseriformes_domestic	Anseriformes	western europe	52.408418	12.562492
H5N8.EPI_ISL_3102071.Galliformes.poland.1.2021-04-16	H5N8	Galliformes_domestic	Galliformes	eastern europe	52.5373228	21.076828799999902
H5N8.EPI_ISL_3102075.Galliformes.poland.1.2021-04-25	H5N8	Galliformes_domestic	Galliformes	eastern europe	53.8671117	20.7027860000001
H5N8.EPI_ISL_5099478.Anseriformes.germany.NA.2021-02-17	H5N8	Anseriformes_domestic	Anseriformes	western europe	52.408418	12.562492
H5N8.EPI_ISL_5095650.Galliformes.germany.1.2021-01-30	H5N8	Galliformes_domestic	Galliformes	western europe	52.408418	12.562492
H5N8.EPI_ISL_5095645.Galliformes.germany.1.2021-01-26	H5N8	Galliformes_domestic	Galliformes	western europe	53.6126505	12.4295953
H5N8.EPI_ISL_5126214.Strigiformes.germany.1.2021-03-10	H5N8	Strigiformes_wild	Strigiformes	western europe	51.80211	11.0531599999999
H5N8.EPI_ISL_5142488.Galliformes.germany.1.2021-03-16	H5N8	Galliformes_domestic	Galliformes	western europe	51.80211	11.0531599999999
H5N8.EPI_ISL_5102130.Galliformes.germany.1.2021-03-01	H5N8	Galliformes_domestic	Galliformes	western europe	51.4332367	7.66159379999999
H5N8.EPI_ISL_5098158.Galliformes.germany.1.2021-02-15	H5N8	Galliformes_domestic	Galliformes	western europe	52.408418	12.562492
H5N8.EPI_ISL_5098153.Anseriformes.germany.1.2020-11-19	H5N8	Anseriformes_wild	Anseriformes	western europe	52.6367036	9.8450765
H5N8.EPI_ISL_3102074.Galliformes.poland.1.2021-05-13	H5N8	Galliformes_domestic	Galliformes	eastern europe	53.8671117	20.7027860000001
H5N8.EPI_ISL_5098144.Anseriformes.germany.1.2021-02-01	H5N8	Anseriformes_domestic	Anseriformes	western europe	53.6126505	12.4295953
H5N8.EPI_ISL_1719909.Anseriformes.lithuania.1.2021-02-26	H5N8	Anseriformes_wild	Anseriformes	northern europe	54.7732578	25.5867112999999
H5N8.EPI_ISL_5115617.Anseriformes.germany.1.2021-03-04	H5N8	Anseriformes_domestic	Anseriformes	western europe	54.2193672	9.69611669999995
H5N8.EPI_ISL_1093426.Charadriiformes.sweden.1.2021-02-07	H5N8	Charadriiformes_wild	Charadriiformes	northern europe	55.9902572	13.5957691999999
H5N8.EPI_ISL_631824.Anseriformes.south_korea.10.2020-10-21	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.8	127.7
H5N8.EPI_ISL_1009706.NA.south_korea.79.2020-12-02	H5N8	unknown	NA	eastern asia	36.4919	128.8889
H5N8.EPI_ISL_1009705.Anseriformes.south_korea.10.2020-12-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.5184	126.8
H5N8.EPI_ISL_985208.Anseriformes.south_korea.79.2020-12-27	H5N8	Anseriformes_wild	Anseriformes	eastern asia	35.7197	127.1244
H5N8.EPI_ISL_985185.Galliformes.south_korea.79.2020-12-08	H5N8	Galliformes_wild	Galliformes	eastern asia	44.4957481	11.2946868
H5N8.EPI_ISL_985181.Anseriformes.south_korea.79.2020-12-04	H5N8	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991
H5N8.EPI_ISL_985195.Galliformes.south_korea.79.2020-12-16	H5N8	Galliformes_domestic	Galliformes	eastern asia	44.4957481	11.2946868
H5N8.EPI_ISL_985200.Anseriformes.south_korea.79.2020-12-22	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.8	127.7
H5N8.EPI_ISL_985209.Galliformes.south_korea.79.2020-12-28	H5N8	Galliformes_domestic	Galliformes	eastern asia	44.4957481	11.2946868
H5N8.EPI_ISL_17086223.Anseriformes.japan.NA.2020-11-30	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.9076736	131.4202411
H5N8.EPI_ISL_732932.Galliformes.japan.16.2020-12-15	H5N8	Galliformes_domestic	Galliformes	eastern asia	33.5588035	133.5311675
H5N8.EPI_ISL_17086334.Galliformes.japan.NA.2020-12-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	33.5588035	133.5311675
H5N8.EPI_ISL_985193.Galliformes.south_korea.10.2020-12-14	H5N8	Galliformes_domestic	Galliformes	eastern asia	36.4919	128.8889
H5N8.EPI_ISL_1273415.Galliformes.japan.10.2021-02-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	36.2869206	140.4245143
H5N8.EPI_ISL_17086340.Galliformes.japan.NA.2021-02-02	H5N8	Galliformes_domestic	Galliformes	eastern asia	36.2869206	140.4245143
H5N8.EPI_ISL_738050.Galliformes.japan.16.2020-12-15	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604
H5N8.EPI_ISL_759853.Galliformes.japan.10.2020-12-23	H5N8	Galliformes_domestic	Galliformes	eastern asia	35.6072668	140.1062907
H5N8.EPI_ISL_985190.Anseriformes.south_korea.10.2020-12-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991
H5N8.EPI_ISL_16405657.environment.japan.10.2020-11-16	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158
H5N8.EPI_ISL_17805837.environment.japan.10.2020-11-16	H5N8	unknown	environment	eastern asia	36.204824	138.252924
H5N8.EPI_ISL_16405673.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158
H5N8.EPI_ISL_17805848.environment.japan.10.2020-11-09	H5N8	unknown	environment	eastern asia	36.204824	138.252924
H5N8.EPI_ISL_1273420.Galliformes.japan.10.2020-11-07	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604
H5N8.EPI_ISL_16405656.environment.japan.10.2020-11-16	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158
H5N8.EPI_ISL_17805922.environment.japan.10.2020-11-16	H5N8	unknown	environment	eastern asia	36.204824	138.252924
H5N8.EPI_ISL_710438.Galliformes.japan.16.2020-11-30	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.9076736	131.4202411
H5N8.EPI_ISL_1273411.Galliformes.japan.16.2020-11-24	H5N8	Galliformes_domestic	Galliformes	eastern asia	33.5903547	130.4017155
H5N8.EPI_ISL_17086227.environment.japan.NA.2020-11-25	H5N8	unknown	environment	eastern asia	33.5903547	130.4017155
H5N8.EPI_ISL_1184517.Accipitriformes.japan.16.2021-02-24	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	36.6959518	137.2136768
H5N8.EPI_ISL_1184518.Accipitriformes.japan.16.2021-02-24	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	36.6959518	137.2136768
H5N8.EPI_ISL_17086339.Galliformes.japan.NA.2021-01-23	H5N8	Galliformes_domestic	Galliformes	eastern asia	36.6959518	137.2136768
H5N8.EPI_ISL_17086354.Anseriformes.japan.NA.2021-01-29	H5N8	Anseriformes_wild	Anseriformes	eastern asia	34.0702703	134.5548438
H5N8.EPI_ISL_978906.Galliformes.japan.16.2021-01-22	H5N8	Galliformes_domestic	Galliformes	eastern asia	36.6959518	137.2136768
H5N8.EPI_ISL_759857.Galliformes.japan.16.2020-12-22	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604
H5N8.EPI_ISL_732945.Galliformes.japan.16.2020-12-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	35.2771489	136.2463682
H5N8.EPI_ISL_710441.Galliformes.japan.16.2020-11-30	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.9076736	131.4202411
H5N8.EPI_ISL_985192.Galliformes.south_korea.16.2020-12-14	H5N8	Galliformes_domestic	Galliformes	eastern asia	35.7197	127.1244
H5N8.EPI_ISL_17086333.environment.japan.NA.2020-12-12	H5N8	unknown	environment	eastern asia	35.2771489	136.2463682
H5N8.EPI_ISL_985203.Anseriformes.south_korea.16.2020-12-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991
H5N8.EPI_ISL_17086220.Accipitriformes.japan.NA.2020-12-08	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	34.3429904	134.0376604
H5N8.EPI_ISL_1009700.Anseriformes.south_korea.16.2020-11-26	H5N8	Anseriformes_wild	Anseriformes	eastern asia	44.4957481	11.2946868
H5N8.EPI_ISL_1009697.NA.south_korea.16.2020-11-23	H5N8	unknown	NA	eastern asia	35.7197	127.1244
H5N8.EPI_ISL_17086343.Anseriformes.japan.NA.2020-12-03	H5N8	Anseriformes_wild	Anseriformes	eastern asia	34.2305113	135.1708083
H5N8.EPI_ISL_1009704.Anseriformes.south_korea.16.2020-12-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.5184	126.8
H5N8.EPI_ISL_1009681.Galliformes.south_korea.16.2020-12-29	H5N8	Galliformes_domestic	Galliformes	eastern asia	36.5184	126.8
H5N8.EPI_ISL_985201.Anseriformes.south_korea.16.2020-12-22	H5N8	Anseriformes_wild	Anseriformes	eastern asia	35.7197	127.1244
H5N8.EPI_ISL_985183.Galliformes.south_korea.16.2020-12-07	H5N8	Galliformes_wild	Galliformes	eastern asia	36.8	127.7
H5N8.EPI_ISL_1009684.Anseriformes.south_korea.16.2020-12-30	H5N8	Anseriformes_wild	Anseriformes	eastern asia	35.7197	127.1244
H5N8.EPI_ISL_710442.Galliformes.japan.16.2020-12-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.9076736	131.4202411
H5N8.EPI_ISL_17086229.environment.japan.NA.2020-12-02	H5N8	unknown	environment	eastern asia	31.9076736	131.4202411
H5N8.EPI_ISL_4062112.Anseriformes.japan.16.2020-12-22	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.5965535	130.5571158
H5N8.EPI_ISL_718114.Galliformes.japan.16.2020-12-09	H5N8	Galliformes_domestic	Galliformes	eastern asia	33.2395578	131.609272
H5N8.EPI_ISL_732940.Galliformes.japan.16.2020-12-13	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.9076736	131.4202411
H5N8.EPI_ISL_17805822.NA.japan.16.2021-02-01	H5N8	unknown	NA	eastern asia	36.204824	138.252924
H5N8.EPI_ISL_17086344.Falconiformes.japan.NA.2020-12-04	H5N8	Falconiformes_wild	Falconiformes	eastern asia	34.6551456	133.9195019
H5N8.EPI_ISL_17086337.environment.japan.NA.2021-01-13	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158
H5N8.EPI_ISL_1273437.Galliformes.japan.16.2021-03-13	H5N8	Galliformes_domestic	Galliformes	eastern asia	36.3813638	139.7303175
H5N8.EPI_ISL_14770166.Anseriformes.china.16.2020-11-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.674306	117.059933
H5N8.EPI_ISL_17086353.environment.japan.NA.2021-03-13	H5N8	unknown	environment	eastern asia	36.3813638	139.7303175
H5N8.EPI_ISL_17086348.environment.japan.NA.2020-12-19	H5N8	unknown	environment	eastern asia	31.9076736	131.4202411
H5N8.EPI_ISL_16718460.Accipitriformes.japan.16.2021-02-01	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	31.5965535	130.5571158
H5N8.EPI_ISL_854608.Galliformes.japan.16.2021-01-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.5965535	130.5571158
H5N8.EPI_ISL_718121.Galliformes.japan.16.2020-12-09	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.2305113	135.1708083
H5N8.EPI_ISL_17086303.environment.japan.NA.2020-12-10	H5N8	unknown	environment	eastern asia	34.2305113	135.1708083
H5N8.EPI_ISL_2820250.Anseriformes.china.10.2020-10-15	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.2313805	121.4137827
H5N8.EPI_ISL_14819897.Anseriformes.china.NA.2020-10-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.2313805	121.4137827
H5N8.EPI_ISL_17805816.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	36.204824	138.252924
H5N8.EPI_ISL_666687.Anseriformes.south_korea.10.2020-10-24	H5N8	Anseriformes_wild	Anseriformes	eastern asia	44.4957481	11.2946868
H5N8.EPI_ISL_1009679.Anseriformes.south_korea.10.2020-12-28	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.5184	126.8
H5N8.EPI_ISL_1241004.Strigiformes.japan.10.2021-02-16	H5N8	Strigiformes_wild	Strigiformes	eastern asia	36.3813638	139.7303175
H5N8.EPI_ISL_1009702.Anseriformes.south_korea.10.2020-12-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991
H5N8.EPI_ISL_17086335.environment.japan.NA.2020-12-19	H5N8	unknown	environment	eastern asia	34.0702703	134.5548438
H5N8.EPI_ISL_17805886.NA.japan.10.2021-02-05	H5N8	unknown	NA	eastern asia	36.204824	138.252924
H5N8.EPI_ISL_718116.Galliformes.japan.16.2020-12-10	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.6551456	133.9195019
H5N8.EPI_ISL_681285.Galliformes.japan.10.2020-11-25	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.680578	135.1652915
H5N8.EPI_ISL_1041177.Falconiformes.japan.10.2021-02-15	H5N8	Falconiformes_wild	Falconiformes	eastern asia	36.3813638	139.7303175
H5N8.EPI_ISL_738057.Galliformes.japan.10.2020-12-18	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.0702703	134.5548438
H5N8.EPI_ISL_985179.Anseriformes.south_korea.10.2020-11-26	H5N8	Anseriformes_wild	Anseriformes	eastern asia	35.7197	127.1244
H5N8.EPI_ISL_4030493.environment.japan.NA.2020-12-09	H5N8	unknown	environment	eastern asia	35.5011326	134.2350914
H5N8.EPI_ISL_985232.Anseriformes.japan.10.2021-02-08	H5N8	Anseriformes_wild	Anseriformes	eastern asia	37.9161924	139.0364126
H5N8.EPI_ISL_732928.Galliformes.japan.16.2020-12-13	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604
H5N8.EPI_ISL_1041172.Accipitriformes.japan.16.2021-02-10	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	36.6959518	137.2136768
H5N8.EPI_ISL_17086230.environment.japan.NA.2020-12-06	H5N8	unknown	environment	eastern asia	34.6850869	135.8050002
H5N8.EPI_ISL_16718464.Gruiformes.japan.10.2021-02-05	H5N8	Gruiformes_wild	Gruiformes	eastern asia	31.5965535	130.5571158
H5N8.EPI_ISL_710453.Galliformes.japan.16.2020-12-05	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.6850869	135.8050002
H5N8.EPI_ISL_4071019.Anseriformes.japan.10.2020-11-05	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.5965535	130.5571158
H5N8.EPI_ISL_17086228.environment.japan.NA.2020-11-25	H5N8	unknown	environment	eastern asia	34.680578	135.1652915
H5N8.EPI_ISL_4061713.Anseriformes.japan.10.2021-02-08	H5N8	Anseriformes_wild	Anseriformes	eastern asia	37.7607226	140.4733561
H5N8.EPI_ISL_854599.Galliformes.japan.10.2021-01-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	35.4232984	136.7606537
H5N8.EPI_ISL_17086336.Galliformes.japan.NA.2021-01-02	H5N8	Galliformes_domestic	Galliformes	eastern asia	35.4232984	136.7606537
H5N8.EPI_ISL_854602.Galliformes.japan.10.2021-01-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	35.4232984	136.7606537
H5N8.EPI_ISL_17086221.Accipitriformes.japan.NA.2020-12-20	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	34.6850869	135.8050002
H5N8.EPI_ISL_4061714.Accipitriformes.japan.10.2021-02-03	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	44	143
H5N8.EPI_ISL_17086342.environment.japan.NA.2020-11-16	H5N8	unknown	environment	eastern asia	37.9161924	139.0364126
H5N8.EPI_ISL_697771.Anseriformes.japan.10.2020-10-24	H5N8	Anseriformes_wild	Anseriformes	eastern asia	44	143
H5N8.EPI_ISL_1273441.Accipitriformes.japan.10.2021-03-03	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	36.3813638	139.7303175
H5N8.EPI_ISL_710435.Galliformes.japan.16.2020-12-06	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3852029	132.4552927
H5N8.EPI_ISL_17086231.environment.japan.NA.2020-12-07	H5N8	unknown	environment	eastern asia	34.3852029	132.4552927
H5N8.EPI_ISL_4061712.Anseriformes.japan.10.2021-02-17	H5N8	Anseriformes_wild	Anseriformes	eastern asia	38.2590428	140.8307874
H5N8.EPI_ISL_682297.environment.japan.10.2020-11-09	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158
H5N8.EPI_ISL_16405664.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158
H5N8.EPI_ISL_17805868.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	36.204824	138.252924
H5N8.EPI_ISL_16405665.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158
H5N8.EPI_ISL_17805826.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	36.204824	138.252924
H5N8.EPI_ISL_16405677.environment.japan.10.2020-12-21	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158
H5N8.EPI_ISL_17805845.environment.japan.10.2020-12-21	H5N8	unknown	environment	eastern asia	36.204824	138.252924
H5N8.EPI_ISL_17805890.NA.japan.10.2021-02-05	H5N8	unknown	NA	eastern asia	36.204824	138.252924
