tipnames	virus.subtype	collection.date	collection.datedecimal	collection.datemonth	collection.region.name	collection.country.name	collection.country.code	collection.country.lat	collection.country.long	collection.subdiv1.name	collection.subdiv1.code	collection.subdiv1.lat	collection.subdiv1.long	collection.original	collection.tipdate	cluster.number	host.order	tiplocation_lon	tiplocation_lat
H5N8.2344b.EPI_ISL_14822549.anseriformes.china.1.2021-05-18	H5N8	2021-05-18	2021.38	2021-05-01	eastern asia	china	chn	36.6848135465548	103.513718494908	xizang	cn.xz	31.7354796576819	88.2546629070738	Asia / China / Tibet Autonomous Region / NA / NA	2021-05-18	profile001	anseriformes	88.2546629070738	31.7354796576819
H5N8.2344b.EPI_ISL_5260417.charadriiformes.china.1.2021-05-16	H5N8	2021-05-16	2021.37	2021-05-01	eastern asia	china	chn	36.6848135465548	103.513718494908	xizang	cn.xz	31.7354796576819	88.2546629070738	Asia / China / Tibet / NA / NA	2021-05-16	profile001	charadriiformes	88.2546629070738	31.7354796576819
H5N8.2344b.EPI_ISL_683751.anseriformes.italy.1.2020-11-21	H5N8	2020-11-21	2020.89	2020-11-01	southern europe	italy	ita	42.7080607219025	12.208345049127	veneto	na	45.6595758067318	11.8428083995249	Europe / Italy / Veneto / Province of Venice / Jesolo	2020-11-21	profile001	anseriformes	11.8428083995249	45.6595758067318
H5N8.2344b.EPI_ISL_1114753.anseriformes.netherlands.1.2020-12-31	H5N8	2020-12-31	2021	2020-12-01	western europe	netherlands	nld	52.2573048104135	5.56251311224367	noord-brabant	nl.nb	51.5616727876811	5.19541346074046	Europe / Russia / Republic of North Ossetia?Alania / ?Alania / ?Alania	2020-12-31	profile001	anseriformes	5.19541346074046	51.5616727876811
H5N8.2344b.EPI_ISL_5863615.anseriformes.united_states.1.2020-10-20	H5N8	2020-10-20	2020.8	2020-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	georgia	us.ga	32.6403385373358	-83.4405725551842	Asia / Georgia / NA / NA / NA	2020-10-20	profile001	anseriformes	-83.4405725551842	32.6403385373358
H5N3.2344b.EPI_ISL_5863749.anseriformes.united_states.289.2020-10-20	H5N3	2020-10-20	2020.8	2020-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	georgia	us.ga	32.6403385373358	-83.4405725551842	Asia / Georgia / NA / NA / NA	2020-10-20	profile001	anseriformes	-83.4405725551842	32.6403385373358
H5N8.NA.EPI_ISL_683752.anseriformes.italy.NA.2020-11-21	H5N8	2020-11-21	2020.89	2020-11-01	southern europe	italy	ita	42.7080607219025	12.208345049127	NA	NA	NA	NA	NA	2020-11-21	profile001	anseriformes	12.208345049127	42.7080607219025
H5N8.2344b.EPI_ISL_3128523.pelecaniformes.greece.1.2021-03-22	H5N8	2021-03-22	2021.22	2021-03-01	southern europe	greece	grc	39.0148672656421	22.9963034984317	macedonia and thrace	gr.mh	40.9283505289806	23.8878976832222	Europe / Greece / Serres / NA / NA	2021-03-22	profile001	pelecaniformes	23.8878976832222	40.9283505289806
H5N8.2344b.EPI_ISL_6829497.gruiformes.japan.1.2021-11-19	H5N8	2021-11-19	2021.88	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-11-19	profile001	gruiformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_6829536.galliformes.japan.1.2021-11-14	H5N8	2021-11-14	2021.87	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-11-14	profile001	galliformes	130.419711465505	30.9949222722596
H5N8.NA.EPI_ISL_15063430.galliformes.japan.NA.2021-11-15	H5N8	2021-11-15	2021.87	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	NA	2021-11-15	profile001	galliformes	130.419711465505	30.9949222722596
NA.NA.EPI_ISL_6829496.environment.japan.NA.2021-11-08	NA	2021-11-08	2021.85	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	NA	2021-11-08	profile001	environment	130.419711465505	30.9949222722596
H5N1.2344b.EPI_ISL_12572654.anseriformes.china.22.2021-12-08	H5N1	2021-12-08	2021.93	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong / NA / NA	2021-12-08	profile001	anseriformes	113.398153372919	23.33624359406
H5N1.2344b.EPI_ISL_12572659.anseriformes.china.22.2022-01-10	H5N1	2022-01-10	2022.02	2022-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei / NA / NA	2022-01-10	profile001	anseriformes	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_17606838.anseriformes.south_korea.22.2022-01-06	H5N1	2022-01-06	2022.01	2022-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2022-01-06	profile001	anseriformes	127.140659781938	35.7159281817874
H5N1.2344b.EPI_ISL_17606837.anseriformes.south_korea.22.2021-12-29	H5N1	2021-12-29	2021.99	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-12-29	profile001	anseriformes	126.897223705092	34.8733358026855
H5N1.2344b.EPI_ISL_17606858.anseriformes.south_korea.22.2022-02-12	H5N1	2022-02-12	2022.12	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2022-02-12	profile001	anseriformes	127.830446360213	36.737850075983
H5N1.2344b.EPI_ISL_17606817.anseriformes.south_korea.22.2022-01-13	H5N1	2022-01-13	2022.03	2022-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2022-01-13	profile001	anseriformes	126.847825775926	36.5298116066164
H5N1.2344b.EPI_ISL_17606818.anseriformes.south_korea.22.2022-02-08	H5N1	2022-02-08	2022.1	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2022-02-08	profile001	anseriformes	127.181023197189	37.5315346337798
H5N1.2344b.EPI_ISL_17606862.anseriformes.south_korea.22.2022-02-21	H5N1	2022-02-21	2022.14	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeongsangnam-do	kr.kn	35.3225325644814	128.261669154089	Asia / Korea / GN / NA / NA	2022-02-21	profile001	anseriformes	128.261669154089	35.3225325644814
H5N6.2344b.EPI_ISL_11208199.anseriformes.china.73.2021-12-03	H5N6	2021-12-03	2021.92	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang / NA / NA	2021-12-03	profile001	anseriformes	120.086382279697	29.1745873279179
H5N1.NA.EPI_ISL_8405626.anseriformes.south_korea.NA.2021-11-15	H5N1	2021-11-15	2021.87	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2021-11-15	profileNA	anseriformes	127.784630688405	36.341057964317
H5N1.NA.EPI_ISL_18373259.pelecaniformes.south_korea.NA.2022-03-14	H5N1	2022-03-14	2022.2	2022-03-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2022-03-14	profileNA	pelecaniformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_6829533.galliformes.japan.22.2021-11-12	H5N1	2021-11-12	2021.86	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-11-12	profile001	galliformes	130.419711465505	30.9949222722596
H5N1.2344b.EPI_ISL_17606860.galliformes.south_korea.22.2022-02-12	H5N1	2022-02-12	2022.12	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2022-02-12	profile001	galliformes	127.830446360213	36.737850075983
H5N1.2344b.EPI_ISL_17606857.galliformes.south_korea.22.2022-02-09	H5N1	2022-02-09	2022.11	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2022-02-09	profile001	galliformes	126.847825775926	36.5298116066164
H5N1.2344b.EPI_ISL_17606842.galliformes.south_korea.22.2022-01-21	H5N1	2022-01-21	2022.05	2022-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2022-01-21	profile001	galliformes	127.181023197189	37.5315346337798
H5N1.NA.EPI_ISL_15613496.galliformes.japan.NA.2022-01-04	H5N1	2022-01-04	2022.01	2022-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	ehime	jp.eh	33.6241552530827	132.855377949405	NA	2022-01-04	profileNA	galliformes	132.855377949405	33.6241552530827
H5N1.NA.EPI_ISL_15063429.galliformes.japan.NA.2021-11-13	H5N1	2021-11-13	2021.87	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	NA	2021-11-13	profileNA	galliformes	130.419711465505	30.9949222722596
H5N1.NA.EPI_ISL_17655676.environment.japan.NA.2021-12-20	H5N1	2021-12-20	2021.97	2021-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	NA	2021-12-20	profileNA	environment	130.419711465505	30.9949222722596
H5N1.2344b.EPI_ISL_17606815.anseriformes.south_korea.22.2021-11-09	H5N1	2021-11-09	2021.85	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2021-11-09	profile001	anseriformes	127.140659781938	35.7159281817874
H5N1.2344b.EPI_ISL_17606819.anseriformes.south_korea.22.2021-11-10	H5N1	2021-11-10	2021.86	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2021-11-10	profile001	anseriformes	127.830446360213	36.737850075983
H5N1.2344b.EPI_ISL_17606816.anseriformes.south_korea.22.2021-11-15	H5N1	2021-11-15	2021.87	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2021-11-15	profile001	anseriformes	127.181023197189	37.5315346337798
H5N1.NA.EPI_ISL_18373219.anseriformes.south_korea.NA.2021-11-22	H5N1	2021-11-22	2021.89	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2021-11-22	profile001	anseriformes	127.784630688405	36.341057964317
H5N1.NA.EPI_ISL_18373247.gruiformes.south_korea.NA.2022-02-25	H5N1	2022-02-25	2022.15	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2022-02-25	profile001	gruiformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_6959593.galliformes.south_korea.22.2021-11-08	H5N1	2021-11-08	2021.85	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / Chungcheongbuk-do / NA / NA	2021-11-08	profile001	galliformes	127.830446360213	36.737850075983
H5N1.2344b.EPI_ISL_17606825.galliformes.south_korea.22.2021-12-04	H5N1	2021-12-04	2021.92	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2021-12-04	profile001	galliformes	126.847825775926	36.5298116066164
H5N1.2344b.EPI_ISL_17606832.galliformes.south_korea.22.2021-12-16	H5N1	2021-12-16	2021.96	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	sejong	kr.sj	36.5605294196904	127.258813990513	Asia / Korea / SJ / NA / NA	2021-12-16	profile001	galliformes	127.258813990513	36.5605294196904
H5N1.NA.EPI_ISL_15063426.galliformes.japan.NA.2021-12-12	H5N1	2021-12-12	2021.95	2021-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	aomori	jp.ao	40.7809617343859	140.828641268451	NA	2021-12-12	profile001	galliformes	140.828641268451	40.7809617343859
H5N1.NA.EPI_ISL_15063423.galliformes.japan.NA.2021-11-17	H5N1	2021-11-17	2021.88	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hyōgo	jp.hg	35.0390049694389	134.828550655208	NA	2021-11-17	profile001	galliformes	134.828550655208	35.0390049694389
H5N8.2344b.EPI_ISL_7381423.anseriformes.china.1.2021-07	H5N8	NA	NA	2021-07-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / Shandong Province / NA / NA	2021-07	profile001	anseriformes	118.136153809721	36.3536638777003
H5N6.2344b.EPI_ISL_7983813.na.china.73.2021-12-22	H5N6	2021-12-22	2021.97	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang Province / Hangzhou / NA	2021-12-22	profile001	na	120.086382279697	29.1745873279179
H5N6.2344b.EPI_ISL_8518268.galliformes.china.73.2021-12-23	H5N6	2021-12-23	2021.98	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang / NA / NA	2021-12-23	profile001	galliformes	120.086382279697	29.1745873279179
H5N6.2344b.EPI_ISL_8517996.environment.china.73.2021-12-23	H5N6	2021-12-23	2021.98	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang / NA / NA	2021-12-23	profile001	environment	120.086382279697	29.1745873279179
H5N8.2344b.EPI_ISL_1009694.anseriformes.south_korea.1.2021-01-09	H5N8	2021-01-09	2021.02	2021-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeongsangnam-do	kr.kn	35.3225325644814	128.261669154089	Asia / Korea / GN / NA / NA	2021-01-09	profile001	anseriformes	128.261669154089	35.3225325644814
H5N8.2344b.EPI_ISL_985206.galliformes.south_korea.1.2020-12-25	H5N8	2020-12-25	2020.98	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2020-12-25	profile001	galliformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_4062112.anseriformes.japan.16.2020-12-22	H5N8	2020-12-22	2020.97	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2020-12-22	profile002	anseriformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_1760451.anseriformes.china.1.2020-11-10	H5N8	2020-11-10	2020.86	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shanxi	cn.sx	37.5496375119255	112.274268590565	Asia / China / Shanxi Province / NA / NA	2020-11-10	profile001	anseriformes	112.274268590565	37.5496375119255
H5N6.2344b.EPI_ISL_6760687.anseriformes.china.126.2021-08	H5N6	NA	NA	2021-08-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong Province / NA / NA	2021-08	profile001	anseriformes	113.398153372919	23.33624359406
H5N6.NA.EPI_ISL_15613574.na.china.NA.2021-08-19	H5N6	2021-08-19	2021.63	2021-08-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	NA	2021-08-19	profile001	na	113.398153372919	23.33624359406
H5N6.2344b.EPI_ISL_6772898.anseriformes.china.209.2021-08	H5N6	NA	NA	2021-08-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong Province / NA / NA	2021-08	profile001	anseriformes	113.398153372919	23.33624359406
H5N6.2344b.EPI_ISL_7457654.galliformes.china.209.2021-08	H5N6	NA	NA	2021-08-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong Province / NA / NA	2021-08	profile001	galliformes	113.398153372919	23.33624359406
H5N8.2344b.EPI_ISL_7379463.anseriformes.china.1.2021-01	H5N8	NA	NA	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	Asia / China / Henan Province / NA / NA	2021-01	profile001	anseriformes	113.614527263456	33.8761853651454
H5N8.2344b.EPI_ISL_china_4.galliformes.china.1.2021-06-26	H5N8	2021-06-26	2021.48	2021-06-01	eastern asia	china	chn	36.6848135465548	103.513718494908	anhui	cn.ah	31.8128943962267	117.235219497068	Asia / China / Anhui / NA / NA	2021-06-26	profile001	galliformes	117.235219497068	31.8128943962267
H5N8.2344b.EPI_ISL_2932600.anseriformes.kazakhstan.1.2020-09-01	H5N8	2020-09-01	2020.67	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	almaty	kz.aa	44.9554808695858	77.9603747475348	Asia / Kazakhstan / Almaty Province / Karasai district, Umtyl, Merei village / NA	2020-09-01	profile001	anseriformes	77.9603747475348	44.9554808695858
H5N8.2344b.EPI_ISL_2932608.galliformes.kazakhstan.1.2020-09-01	H5N8	2020-09-01	2020.67	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	almaty	kz.aa	44.9554808695858	77.9603747475348	Asia / Kazakhstan / Almaty Province / Karasai district, Umtyl, Merei village / NA	2020-09-01	profile001	galliformes	77.9603747475348	44.9554808695858
H5N1.2344b.EPI_ISL_14886825.anseriformes.bangladesh.19.2021-12-19	H5N1	2021-12-19	2021.96	2021-12-01	southern asia	bangladesh	bgd	23.8299093538119	90.2865403636969	NA	NA	NA	NA	Asia / Bangladesh / NA / NA / NA	2021-12-19	profile001	anseriformes	90.2865403636969	23.8299093538119
H5N1.2344b.EPI_ISL_china_20230810.anseriformes.china.19.2021-11-18	H5N1	2021-11-18	2021.88	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei / NA / NA	2021-11-18	profile001	anseriformes	112.277189482252	30.9806813015582
H5N1.NA.EPI_ISL_11633708.anseriformes.china.NA.2021-12-20	H5N1	2021-12-20	2021.97	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	NA	2021-12-20	profile001	anseriformes	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_15843373.accipitriformes.canada.2.2022-02-03	H5N1	2022-02-03	2022.09	2022-02-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	North America / Canada / British Columbia / NA / NA	2022-02-03	profile001	accipitriformes	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_11330431.accipitriformes.japan.2.2022-01-02	H5N1	2022-01-02	2022	2022-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Tomamae town / NA	2022-01-02	profile001	accipitriformes	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_17051482.anseriformes.canada.2.2023-01-16	H5N1	2023-01-16	2023.04	2023-01-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	North America / Canada / British Columbia / NA / NA	2023-01-16	profile001	anseriformes	-124.37263203826	54.5586208852996
H5N1.NA.EPI_ISL_17051464.anseriformes.canada.NA.2022-12-19	H5N1	2022-12-19	2022.96	2022-12-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	NA	2022-12-19	profile001	anseriformes	-124.37263203826	54.5586208852996
H5N1.NA.EPI_ISL_18066451.anseriformes.japan.NA.2023-02-09	H5N1	2023-02-09	2023.11	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	NA	2023-02-09	profile001	anseriformes	139.818920628006	36.6894768729176
H5N1.NA.EPI_ISL_16831077.anseriformes.japan.NA.2022-02-12	H5N1	2022-02-12	2022.12	2022-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2022-02-12	profile001	anseriformes	137.574137168765	37.3996665395305
H5N1.NA.EPI_ISL_16618969.anseriformes.russia.NA.2022-10-12	H5N1	2022-10-12	2022.78	2022-10-01	eastern asia	russia	rus	66.0376616061812	95.7970903417469	magadan	ru.mg	62.6868529209353	153.842446406978	NA	2022-10-12	profile001	anseriformes	153.842446406978	62.6868529209353
H5N1.2344b.EPI_ISL_14070455.carnivora.japan.2.2022-04-01	H5N1	2022-04-01	2022.25	2022-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Sapporo / NA	2022-04-01	profile001	carnivora	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_17766057.carnivora.japan.15.2023-04-12	H5N1	2023-04-12	2023.28	2023-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Sapporo / NA	2023-04-12	profile001	carnivora	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_17857959.carnivora.japan.NA.2023-02-20	H5N1	2023-02-20	2023.14	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	NA	2023-02-20	profile001	carnivora	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_15072539.casuariiformes.japan.2.2022-04-16	H5N1	2022-04-16	2022.29	2022-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Abashiri / NA	2022-04-16	profile001	casuariiformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_16831664.casuariiformes.japan.NA.2022-05-12	H5N1	2022-05-12	2022.36	2022-05-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2022-05-12	profile001	casuariiformes	137.574137168765	37.3996665395305
H5N1.2344b.EPI_ISL_14064890.passeriformes.japan.2.2022-04-01	H5N1	2022-04-01	2022.25	2022-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Sapporo / NA	2022-04-01	profile001	passeriformes	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_17317373.passeriformes.japan.15.2022-12-19	H5N1	2022-12-19	2022.96	2022-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Sapporo / NA	2022-12-19	profile001	passeriformes	142.542521870972	43.3824165431654
H5N2.2344b.EPI_ISL_15732741.passeriformes.japan.297.2022-10-28	H5N2	2022-10-28	2022.82	2022-10-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Sapporo / NA	2022-10-28	profile001	passeriformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_18066453.passeriformes.japan.NA.2023-02-17	H5N1	2023-02-17	2023.13	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	fukuoka	jp.fo	33.5256575241002	130.666678342289	NA	2023-02-17	profile001	passeriformes	130.666678342289	33.5256575241002
H5N1.NA.EPI_ISL_18007230.passeriformes.japan.NA.2023-04-18	H5N1	2023-04-18	2023.29	2023-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	NA	2023-04-18	profile001	passeriformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_16831114.passeriformes.japan.NA.2022-04-06	H5N1	2022-04-06	2022.26	2022-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2022-04-06	profile001	passeriformes	137.574137168765	37.3996665395305
H5N1.NA.EPI_ISL_17999470.falconiformes.japan.NA.2022-10-16	H5N1	2022-10-16	2022.79	2022-10-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	niigata	jp.ni	37.5201743528051	138.914818034069	NA	2022-10-16	profile001	falconiformes	138.914818034069	37.5201743528051
H5N1.2344b.EPI_ISL_16698576.gruiformes.japan.2.2022-11-20	H5N1	2022-11-20	2022.88	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Otobetsu / NA	2022-11-20	profile001	gruiformes	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_16955798.charadriiformes.japan.2.2022-11-16	H5N1	2022-11-16	2022.87	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Abashiri / NA	2022-11-16	profile001	charadriiformes	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_17267420.galliformes.japan.2.2022-11-06	H5N1	2022-11-06	2022.85	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Date / NA	2022-11-06	profile001	galliformes	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_16698060.galliformes.japan.15.2022-11-07	H5N1	2022-11-07	2022.85	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Atuma / NA	2022-11-07	profile001	galliformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_18284461.galliformes.japan.NA.2022-10-28	H5N1	2022-10-28	2022.82	2022-10-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	NA	2022-10-28	profile001	galliformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_18284477.galliformes.japan.NA.2023-03-14	H5N1	2023-03-14	2023.2	2023-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	iwate	jp.iw	39.5914074346158	141.361222721758	NA	2023-03-14	profile001	galliformes	141.361222721758	39.5914074346158
H5N2.NA.EPI_ISL_18284476.galliformes.japan.NA.2023-01-17	H5N2	2023-01-17	2023.04	2023-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	oita	jp.ot	33.2003954700371	131.433742894646	NA	2023-01-17	profile001	galliformes	131.433742894646	33.2003954700371
