tipnames,virus.subtype,isolate.id,isolate.name,collection.date,collection.datedecimal,collection.datemonth,host.class,host.order,host.family,host.sciname,host.commonname,host.isbird,host.isdomestic,collection.region.name,collection.country.name,collection.country.code,collection.country.lat,collection.country.long,collection.subdiv1.name,collection.subdiv1.code,collection.subdiv1.lat,collection.subdiv1.long,virus.species,week.date,...1,clade,collection.original,profile,profile.lab,genome,collection.tipdate,segment,cluster.segment,cluster.number
H5N5.2.3.4.4b.EPI_ISL_614399.accipitriformes.germany.36.2020-10-29,H5N5,EPI_ISL_614399,a/buzzard/germany-mv/ai02166/2020,2020-10-29,2020.83,2020-10,accipitriformes_wild,accipitriformes,Accipitridae,buteo buteo,common buzzard,bird,wild,western europe,germany,deu,51.0533277435649,10.373650933319,mecklenburg-vorpommern,de.mv,53.7551744161606,12.5509509363277,a,2020-44,708,2.3.4.4b,Europe / Germany / Mecklenburg-Vorpommern / NA / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2020-10-29,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_641378.anseriformes.netherlands.36.2020-11-07,H5N5,EPI_ISL_641378,a/greater_white-fronted_goose/netherlands/20017403-004/2020,2020-11-07,2020.85,2020-11,anseriformes_wild,anseriformes,Anatidae,anser albifrons/erythropus,greater/lesser white-fronted goose,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,a,2020-45,3818,2.3.4.4b,Europe / Netherlands / South Holland / Gemeente Rijswijk / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2020-11-07,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_660264.galliformes.belgium.36.2020-11-18,H5N5,EPI_ISL_660264,a/gallus_gallus/belgium/1002/2020,2020-11-18,2020.88,2020-11,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,western europe,belgium,bel,50.64017310615,4.66939027974939,vlaanderen,na,51.0391095671615,4.2420548599892,a,2020-47,3672,2.3.4.4b,Europe / Belgium / Provincie West-Vlaanderen / Menen / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2020-11-18,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_722176.anseriformes.sweden.36.2020-11-25,H5N5,EPI_ISL_722176,a/barnacle_goose/sweden/sva201201sz0353/kn003624/2020,2020-11-25,2020.9,2020-11,anseriformes_wild,anseriformes,Anatidae,branta leucopsis,barnacle goose,bird,wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,skåne,se.sn,55.9474024317265,13.595146733816,a,2020-48,3862,2.3.4.4b,Europe / Sweden / Skane Lan / Staffanstorps Kommun / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2020-11-25,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_626647.galliformes.russia.36.2020-10-02,H5N5,EPI_ISL_626647,a/chicken/russian_federation/omsk/1680-10/2020,2020-10-02,2020.75,2020-10,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern europe,russia,rus,66.0376616061812,95.7970903417469,omsk,ru.om,56.0596108837778,73.3669499849514,a,2020-40,3841,2.3.4.4b,Europe / Russia / Omsk Oblast / NA / NA,3_2_3_1_1_7_1_2,NA,36,2020-10-02,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_626648.anseriformes.russia.36.2020-10-02,H5N5,EPI_ISL_626648,a/goose/russian_federation/omsk/1680-6/2020,2020-10-02,2020.75,2020-10,anseriformes_wild,anseriformes,Anatidae,anatidae (goose sp.),goose sp.,bird,wild,eastern europe,russia,rus,66.0376616061812,95.7970903417469,omsk,ru.om,56.0596108837778,73.3669499849514,a,2020-40,3841,2.3.4.4b,Europe / Russia / Omsk Oblast / NA / NA,3_2_3_1_1_7_1_2,NA,36,2020-10-02,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_644737.falconiformes.denmark.36.2020-10-30,H5N5,EPI_ISL_644737,a/peregrine_falcon/denmark/13776-1/2020-10-30/NA,2020-10-30,2020.83,2020-10,falconiformes_wild,falconiformes,Falconidae,falco peregrinus,peregrine falcon,bird,wild,northern europe,denmark,dnk,55.9512996898935,10.0707816763207,sjælland,dk.sl,55.2791973821106,11.7026524381832,a,2020-44,3716,2.3.4.4b,Europe / Denmark / Region Sjaland / Lolland / NA,1_2_2_1_30_7_1_2,NA,36,2020-10-30,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_683997.anseriformes.united_kingdom.36.2020-11-24,H5N5,EPI_ISL_683997,a/mute_swan/wales/048069/2020,2020-11-24,2020.9,2020-11,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,northern europe,united kingdom,gbr,54.0438440515314,-2.78687513666638,wales,na,52.3299411115892,-3.76558183366802,a,2020-48,968,2.3.4.4b,Europe / United Kingdom / NA / NA / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2020-11-24,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_683999.anseriformes.united_kingdom.36.2020-11-24,H5N5,EPI_ISL_683999,a/mute_swan/wales/048068/2020,2020-11-24,2020.9,2020-11,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,northern europe,united kingdom,gbr,54.0438440515314,-2.78687513666638,wales,na,52.3299411115892,-3.76558183366802,a,2020-48,968,2.3.4.4b,Europe / United Kingdom / NA / NA / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2020-11-24,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_943551.galliformes.sweden.36.2021-01-20,H5N5,EPI_ISL_943551,a/chicken/sweden/sva210121sz0033/kn000273-ip3/2021,2021-01-20,2021.05,2021-01,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,northern europe,sweden,swe,62.374013544985,16.2835241791686,kalmar,se.ka,57.1855292476939,16.1305148015024,a,2021-03,3862,2.3.4.4b,Europe / Sweden / Kalmar Lan / Monsteras Kommun / NA,3_1_2_1_21_34_1_2,NA,36,2021-01-20,n5,n5,profile034
H5N5.2.3.4.4b.EPI_ISL_943553.galliformes.sweden.36.2021-01-16,H5N5,EPI_ISL_943553,a/chicken/sweden/sva210117sz0004/kn011326-ip3/2021,2021-01-16,2021.04,2021-01,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,northern europe,sweden,swe,62.374013544985,16.2835241791686,kalmar,se.ka,57.1855292476939,16.1305148015024,a,2021-02,3862,2.3.4.4b,Europe / Sweden / Kalmar Lan / Monsteras Kommun / NA,3_1_2_1_21_34_1_2,NA,36,2021-01-16,n5,n5,profile034
H5N5.2.3.4.4b.EPI_ISL_1123358.anseriformes.united_kingdom.277.2020-11-12,H5N5,EPI_ISL_1123358,a/brent_goose/england/095684/2020,2020-11-12,2020.86,2020-11,anseriformes_wild,anseriformes,Anatidae,branta bernicla,brant,bird,wild,northern europe,united kingdom,gbr,54.0438440515314,-2.78687513666638,NA,NA,NA,NA,a,2020-46,3733,2.3.4.4b,Europe / United Kingdom / Northumberland / NA / NA,3_2_3_1_1_58_1_2,NA,277,2020-11-12,n5,n5,profile058
H5N5.2.3.4.4b.EPI_ISL_1238195.galliformes.sweden.36.2021-03-02,H5N5,EPI_ISL_1238195,a/chicken/sweden/sva210302sz0564/kn052345-ip12/2021,2021-03-02,2021.16,2021-03,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,northern europe,sweden,swe,62.374013544985,16.2835241791686,skåne,se.sn,55.9474024317265,13.595146733816,a,2021-09,3862,2.3.4.4b,Europe / Sweden / Skane Lan / Trelleborgs Kommun / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2021-03-02,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_1308010.anseriformes.sweden.36.2021-02-26,H5N5,EPI_ISL_1308010,a/mute_swan/sweden/sva210303sz0392/kn000806/kal/2021,2021-02-26,2021.15,2021-02,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,kalmar,se.ka,57.1855292476939,16.1305148015024,a,2021-08,3862,2.3.4.4b,Europe / Sweden / Kalmar Lan / Monsteras Kommun / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2021-02-26,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_1385792.galliformes.sweden.36.2021-03-22,H5N5,EPI_ISL_1385792,a/chicken/sweden/sva210323sz001/kn001982-ip21/2021,2021-03-22,2021.22,2021-03,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,northern europe,sweden,swe,62.374013544985,16.2835241791686,stockholm,se.st,59.4623673036598,18.1712252623315,a,2021-12,3862,2.3.4.4b,Europe / Sweden / Stockholms Lan / Ekero Kommun / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2021-03-22,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_3102054.charadriiformes.bulgaria.44.2021-03-30,H5N5,EPI_ISL_3102054,a/european_herring_gull/bulgaria/222_21vir4270-1/2021,2021-03-30,2021.24,2021-03,charadriiformes_wild,charadriiformes,Laridae,larus argentatus,herring gull,bird,wild,eastern europe,bulgaria,bgr,42.7584172195881,25.2179149681535,burgas,bg.br,42.4909591338488,27.308077813051,a,2021-13,3677,2.3.4.4b,"Europe / Bulgaria / Kiten, Burgas / NA / NA",2_1_16_1_1_8_1_1,H5N5/2020/R2_Europe,44,2021-03-30,n5,n5,profile008
H5N5.2.3.4.4b.EPI_ISL_3102055.pelecaniformes.bulgaria.44.2021-03-30,H5N5,EPI_ISL_3102055,a/grey_heron/bulgaria/223_21vir4270-2/2021,2021-03-30,2021.24,2021-03,pelecaniformes_wild,pelecaniformes,Ardeidae,ardea cinerea,grey heron,bird,wild,eastern europe,bulgaria,bgr,42.7584172195881,25.2179149681535,burgas,bg.br,42.4909591338488,27.308077813051,a,2021-13,3677,2.3.4.4b,"Europe / Bulgaria / Kiten, Burgas / NA / NA",2_1_16_1_1_8_1_1,H5N5/2020/R2_Europe,44,2021-03-30,n5,n5,profile008
H5N5.2.3.4.4b.EPI_ISL_3102081.anseriformes.italy.44.2021-04-08,H5N5,EPI_ISL_3102081,a/mute_swan/romania/11981-1_21vir3163-5/2021,2021-04-08,2021.27,2021-04,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,southern europe,italy,ita,42.7080607219025,12.208345049127,lazio,na,41.979336323661,12.7721450906831,a,2021-14,1373,2.3.4.4b,Europe / Romania / Tulcea Chilia Veche / NA / NA,2_1_1_1_1_8_1_1,H5N5/2021/R1_Europe,44,2021-04-08,n5,n5,profile008
H5N5.2.3.4.4b.EPI_ISL_3294584.anseriformes.sweden.36.2021-03-30,H5N5,EPI_ISL_3294584,a/mute_swan/sweden/sva210330sz0417/fb001305/d-2021/NA,2021-03-30,2021.24,2021-03,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,södermanland,se.sd,59.0743595934023,16.6929745153277,a,2021-13,3862,2.3.4.4b,Europe / Sweden / Sodermanlands Lan / Oxelosunds Kummun / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2021-03-30,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_956409.anseriformes.italy.36.2020-11-28,H5N5,EPI_ISL_956409,a/common_teal/italy/20vir7439-190/2020,2020-11-28,2020.91,2020-11,anseriformes_wild,anseriformes,Anatidae,anas crecca,green-winged teal,bird,wild,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,na,45.6595758067318,11.8428083995249,a,2020-48,3764,2.3.4.4b,Europe / Italy / Rovigo / NA / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2020-11-28,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_1219038.galliformes.sweden.36.2021-02-24,H5N5,EPI_ISL_1219038,a/chicken/sweden/sva210226sz0168/kn048380-ip9/2021,2021-02-24,2021.15,2021-02,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,northern europe,sweden,swe,62.374013544985,16.2835241791686,skåne,se.sn,55.9474024317265,13.595146733816,a,2021-08,3862,2.3.4.4b,Europe / Sweden / Skane Lan / Lunds Kommun / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2021-02-24,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_1255051.anseriformes.poland.285.2021-02-01,H5N5,EPI_ISL_1255051,a/tufted_duck/poland/mb061/2021,2021-02-01,2021.08,2021-02,anseriformes_wild,anseriformes,Anatidae,aythya fuligula,tufted duck,bird,wild,eastern europe,poland,pol,52.1141994014432,19.4236724631525,pomorskie,na,54.1541828653429,17.9878737941344,a,2021-05,3831,2.3.4.4b,Europe / Poland / West Pomeranian Voivodeship / NA / NA,10_37_3_1_36_65_1_2,NA,285,2021-02-01,n5,n5,profile065
H5N5.2.3.4.4b.EPI_ISL_1305777.anseriformes.sweden.36.2021-03-10,H5N5,EPI_ISL_1305777,a/common_peacock/sweden/sva210311sz0002/kn001568-ip14/2021,2021-03-10,2021.19,2021-03,anseriformes_wild,anseriformes,Anatidae,anas crecca,green-winged teal,bird,wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,skåne,se.sn,55.9474024317265,13.595146733816,a,2021-10,3862,2.3.4.4b,Europe / Sweden / Skane Lan / Skurups Kommun / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2021-03-10,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_1305778.anseriformes.sweden.36.2021-03-10,H5N5,EPI_ISL_1305778,a/goose/sweden/sva210311sz0003/kn0001570-ip14/2021,2021-03-10,2021.19,2021-03,anseriformes_wild,anseriformes,Anatidae,anatidae (goose sp.),goose sp.,bird,wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,skåne,se.sn,55.9474024317265,13.595146733816,a,2021-10,3862,2.3.4.4b,Europe / Sweden / Skane Lan / Skurups Kommun / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2021-03-10,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_1305779.anseriformes.sweden.36.2021-03-10,H5N5,EPI_ISL_1305779,a/duck/sweden/sva210311sz0004/kn0001570-ip14/2021,2021-03-10,2021.19,2021-03,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,skåne,se.sn,55.9474024317265,13.595146733816,a,2021-10,3862,2.3.4.4b,Europe / Sweden / Skane Lan / Skurups Kommun / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2021-03-10,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_1305781.anseriformes.sweden.36.2021-03-01,H5N5,EPI_ISL_1305781,a/mute_swan/sweden/sva210302z0465/kn000716/sotr/2021,2021-03-01,2021.16,2021-03,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,södermanland,se.sd,59.0743595934023,16.6929745153277,a,2021-09,3862,2.3.4.4b,Europe / Sweden / Sodermanlands Lan / Trosa Kommun / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2021-03-01,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_1391019.anseriformes.sweden.36.2021-03-15,H5N5,EPI_ISL_1391019,a/common_golden_eye/sweden/sva210316sz0489/kn001046/m/2021,2021-03-15,2021.2,2021-03,anseriformes_wild,anseriformes,Anatidae,anas crecca,green-winged teal,bird,wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,skåne,se.sn,55.9474024317265,13.595146733816,a,2021-11,3862,2.3.4.4b,Europe / Sweden / Skane Lan / Lomma Kommun / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2021-03-15,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_1391276.accipitriformes.sweden.36.2021-02-19,H5N5,EPI_ISL_1391276,a/northern_goshawk/sweden/sva210318sz0322/kn001092/m/2021,2021-02-19,2021.13,2021-02,accipitriformes_wild,accipitriformes,Accipitridae,accipiter gentilis,eurasian goshawk,bird,wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,skåne,se.sn,55.9474024317265,13.595146733816,a,2021-07,3862,2.3.4.4b,Europe / Sweden / Skane Lan / Simrishamns Kommun / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2021-02-19,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_1665249.galliformes.italy.44.2021-02-23,H5N5,EPI_ISL_1665249,a/chicken/romania/121vir2044-1/2021,2021-02-23,2021.15,2021-02,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,southern europe,italy,ita,42.7080607219025,12.208345049127,lazio,na,41.979336323661,12.7721450906831,a,2021-08,1373,2.3.4.4b,Europe / Romania / Judetul Timis / NA / NA,2_1_1_1_1_8_1_1,H5N5/2021/R1_Europe,44,2021-02-23,n5,n5,profile008
H5N5.2.3.4.4b.EPI_ISL_1665250.galliformes.slovakia.44.2021-01-22,H5N5,EPI_ISL_1665250,a/chicken/slovakia/pah10_21vir1086-5/2021,2021-01-22,2021.06,2021-01,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern europe,slovakia,svk,48.7152910172137,19.4731651408513,trnavský,sk.ta,48.353088568306,17.5311650577738,a,2021-03,3860,2.3.4.4b,Europe / Slovakia / Dobrohost / NA / NA,2_1_1_1_1_8_1_1,H5N5/2021/R1_Europe,44,2021-01-22,n5,n5,profile008
H5N5.2.3.4.4b.EPI_ISL_1665258.anseriformes.austria.44.2021-02-10,H5N5,EPI_ISL_1665258,a/mute_swan/austria/210121vir1085-5/2021,2021-02-10,2021.11,2021-02,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,western europe,austria,aut,47.5942901543001,14.1261824377155,steiermark,at.st,47.2699907298467,15.014733244016,a,2021-06,3669,2.3.4.4b,Europe / Austria / Leibnitz / NA / NA,2_1_1_1_1_8_1_1,H5N5/2021/R1_Europe,44,2021-02-10,n5,n5,profile008
H5N5.2.3.4.4b.EPI_ISL_1665261.anseriformes.slovakia.44.2021-01-29,H5N5,EPI_ISL_1665261,a/mute_swan/slovakia/pah15_21vir1086-3/2021,2021-01-29,2021.08,2021-01,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,eastern europe,slovakia,svk,48.7152910172137,19.4731651408513,bratislavský,sk.bl,48.3180982690165,17.1756481471461,a,2021-04,3860,2.3.4.4b,Europe / Slovakia / Kalinkovo / NA / NA,2_1_1_1_1_8_1_1,H5N5/2021/R1_Europe,44,2021-01-29,n5,n5,profile008
H5N5.2.3.4.4b.EPI_ISL_1665262.anseriformes.slovakia.44.2021-01-15,H5N5,EPI_ISL_1665262,a/mute_swan/slovakia/pah6_21vir1086-2/2021,2021-01-15,2021.04,2021-01,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,eastern europe,slovakia,svk,48.7152910172137,19.4731651408513,bratislavský,sk.bl,48.3180982690165,17.1756481471461,a,2021-02,3860,2.3.4.4b,Europe / Slovakia / Petrzalka / NA / NA,2_1_1_1_1_8_1_1,H5N5/2021/R1_Europe,44,2021-01-15,n5,n5,profile008
H5N5.2.3.4.4b.EPI_ISL_1665267.anseriformes.slovenia.36.2020-12-24,H5N5,EPI_ISL_1665267,a/mute_swan/slovenia/1914-20_21vir959-5/2020,2020-12-24,2020.98,2020-12,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,southern europe,slovenia,svn,46.124137393352,14.813678667363,NA,NA,NA,NA,a,2020-52,3861,2.3.4.4b,Europe / Slovenia / NA / NA / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36,2020-12-24,n5,n5,profile007
H5N5.2.3.4.4b.EPI_ISL_1665268.anseriformes.italy.44.2021-01-08,H5N5,EPI_ISL_1665268,a/whooper_swan/romania/121vir849-1/2021,2021-01-08,2021.02,2021-01,anseriformes_wild,anseriformes,Anatidae,cygnus cygnus,whooper swan,bird,wild,southern europe,italy,ita,42.7080607219025,12.208345049127,lazio,na,41.979336323661,12.7721450906831,a,2021-01,1373,2.3.4.4b,Europe / Romania / Judetul Constanta / NA / NA,2_1_16_1_1_8_1_1,H5N5/2020/R2_Europe,44,2021-01-08,n5,n5,profile008
H5N5.2.3.4.4b.EPI_ISL_1665269.anseriformes.italy.44.2021-01-20,H5N5,EPI_ISL_1665269,a/whooper_swan/romania/121vir849-2/2021,2021-01-20,2021.05,2021-01,anseriformes_wild,anseriformes,Anatidae,cygnus cygnus,whooper swan,bird,wild,southern europe,italy,ita,42.7080607219025,12.208345049127,lazio,na,41.979336323661,12.7721450906831,a,2021-03,1373,2.3.4.4b,Europe / Romania / Judetul Constanta / NA / NA,2_1_16_1_1_8_1_1,H5N5/2020/R2_Europe,44,2021-01-20,n5,n5,profile008
H5N5.2.3.4.4b.EPI_ISL_2234821.anseriformes.italy.44.2021-01-08,H5N5,EPI_ISL_2234821,a/whooper_swan/romania/121vir2593-23/2021,2021-01-08,2021.02,2021-01,anseriformes_wild,anseriformes,Anatidae,cygnus cygnus,whooper swan,bird,wild,southern europe,italy,ita,42.7080607219025,12.208345049127,lazio,na,41.979336323661,12.7721450906831,a,2021-01,1373,2.3.4.4b,Europe / Romania / NA / NA / NA,2_1_16_1_1_8_1_1,H5N5/2020/R2_Europe,44,2021-01-08,n5,n5,profile008
H5N5.2.3.4.4b.EPI_ISL_2234822.anseriformes.italy.44.2021-01-12,H5N5,EPI_ISL_2234822,a/whooper_swan/romania/121vir2593-15/2021,2021-01-12,2021.03,2021-01,anseriformes_wild,anseriformes,Anatidae,cygnus cygnus,whooper swan,bird,wild,southern europe,italy,ita,42.7080607219025,12.208345049127,lazio,na,41.979336323661,12.7721450906831,a,2021-02,1373,2.3.4.4b,Europe / Romania / NA / NA / NA,2_1_16_1_1_8_1_1,H5N5/2020/R2_Europe,44,2021-01-12,n5,n5,profile008
H5N5.2.3.4.4b.EPI_ISL_2234823.anseriformes.italy.44.2021-01-14,H5N5,EPI_ISL_2234823,a/whooper_swan/romania/121vir2593-27/2021,2021-01-14,2021.04,2021-01,anseriformes_wild,anseriformes,Anatidae,cygnus cygnus,whooper swan,bird,wild,southern europe,italy,ita,42.7080607219025,12.208345049127,lazio,na,41.979336323661,12.7721450906831,a,2021-02,1373,2.3.4.4b,Europe / Romania / NA / NA / NA,2_1_16_1_1_8_1_1,H5N5/2020/R2_Europe,44,2021-01-14,n5,n5,profile008
H5N5.2.3.4.4b.EPI_ISL_2234824.anseriformes.italy.44.2021-01-22,H5N5,EPI_ISL_2234824,a/whooper_swan/romania/121vir2593-20/2021,2021-01-22,2021.06,2021-01,anseriformes_wild,anseriformes,Anatidae,cygnus cygnus,whooper swan,bird,wild,southern europe,italy,ita,42.7080607219025,12.208345049127,lazio,na,41.979336323661,12.7721450906831,a,2021-03,1373,2.3.4.4b,Europe / Romania / NA / NA / NA,2_1_16_1_1_8_1_1,H5N5/2020/R2_Europe,44,2021-01-22,n5,n5,profile008
H5N5.2.3.4.4b.EPI_ISL_3135926.accipitriformes.hungary.44.2021-03-08,H5N5,EPI_ISL_3135926,a/eagle/hungary/8569/NA,2021-03-08,2021.18,2021-03,accipitriformes_wild,accipitriformes,Accipitridae,accipitridae sp. (eagle sp.),eagle sp.,bird,wild,eastern europe,hungary,hun,47.1703761996839,19.3977670199114,somogy,hu.so,46.4517874466981,17.6018744925749,a,2021-10,3754,2.3.4.4b,Europe / Hungary / Somogy megye / NA / NA,2_1_1_1_1_8_1_1,H5N5/2021/R1_Europe,44,2021-03-08,n5,n5,profile008
