cluster_profile,tmrca,host_simplifiedhost
54912111,2022-05-04,anseriformes-wild
54912111,2022-05-04,anseriformes-wild
54912111,2021-10-18,anseriformes-wild
54912111,2021-10-18,anseriformes-wild
54912111,2022-03-20,anseriformes-wild
54912111,2022-03-20,anseriformes-wild
54912111,2022-07-10,anseriformes-wild
54912111,2022-07-10,anseriformes-wild
54912111,2022-02-28,anseriformes-wild
54912111,2022-02-28,anseriformes-wild
54912111,2021-12-28,anseriformes-wild
54912111,2021-12-28,anseriformes-wild
54912111,2021-11-07,anseriformes-wild
54912111,2021-11-07,anseriformes-wild
54912111,2020-11-08,anseriformes-domestic
54912111,2020-11-08,anseriformes-domestic
54912111,2021-12-29,galliformes-domestic
54912111,2021-12-29,galliformes-domestic
54912111,2021-03-14,galliformes-domestic
54912111,2021-03-14,galliformes-domestic
54912111,2022-04-25,anseriformes-wild
54912111,2022-04-25,anseriformes-wild
54912111,2022-06-02,galliformes-domestic
54912111,2022-06-02,galliformes-domestic
54912111,2021-06-09,galliformes-domestic
54912111,2021-06-09,galliformes-domestic
54912111,2022-01-13,anseriformes-wild
54912111,2022-01-13,anseriformes-wild
54912111,2020-10-05,galliformes-domestic
54912111,2020-10-05,galliformes-domestic
54912111,2022-01-25,anseriformes-wild
54912111,2022-01-25,anseriformes-wild
54912111,2022-02-14,anseriformes-wild
54912111,2022-02-14,anseriformes-wild
54912111,2022-07-24,galliformes-domestic
54912111,2022-07-24,galliformes-domestic
54912111,2022-05-29,galliformes-domestic
54912111,2022-05-29,galliformes-domestic
54912111,2022-07-12,anseriformes-wild
54912111,2022-07-12,anseriformes-wild
54912111,2022-07-04,galliformes-domestic
54912111,2022-07-04,galliformes-domestic
54912111,2022-06-05,galliformes-domestic
54912111,2022-06-05,galliformes-domestic
54912111,2022-01-28,anseriformes-wild
54912111,2022-01-28,anseriformes-wild
54912111,2021-11-01,other-bird
54912111,2021-11-01,other-bird
54912111,2022-05-18,anseriformes-wild
54912111,2022-05-18,anseriformes-wild
54912111,2021-12-24,anseriformes-wild
54912111,2021-12-24,anseriformes-wild
54912111,2022-03-01,galliformes-wild
54912111,2022-03-01,galliformes-wild
54912111,2022-06-07,galliformes-wild
54912111,2022-06-07,galliformes-wild
54912111,2021-11-05,galliformes-domestic
54912111,2021-11-05,galliformes-domestic
54912111,2022-06-09,galliformes-domestic
54912111,2022-06-09,galliformes-domestic
54912111,2021-11-24,anseriformes-wild
54912111,2021-11-24,anseriformes-wild
54912111,2021-10-21,mammal
54912111,2021-10-21,mammal
54912111,2022-04-12,anseriformes-wild
54912111,2022-04-12,anseriformes-wild
54912111,2020-07-15,galliformes-wild
54912111,2020-07-15,galliformes-wild
54912111,2022-02-13,anseriformes-wild
54912111,2022-02-13,anseriformes-wild
54912111,2021-08-23,anseriformes-wild
54912111,2021-08-23,anseriformes-wild
54912111,2022-04-30,anseriformes-wild
54912111,2022-04-30,anseriformes-wild
54912111,2022-05-11,anseriformes-wild
54912111,2022-05-11,anseriformes-wild
54912111,2022-07-24,galliformes-domestic
54912111,2022-07-24,galliformes-domestic
54912111,2021-04-22,galliformes-wild
54912111,2021-04-22,galliformes-wild
54912111,2022-02-14,galliformes-domestic
54912111,2022-02-14,galliformes-domestic
54912111,2022-02-25,galliformes-domestic
54912111,2022-02-25,galliformes-domestic
54912111,2020-09-02,mammal
54912111,2020-09-02,mammal
54912111,2022-03-15,galliformes-domestic
54912111,2022-03-15,galliformes-domestic
54912111,2022-05-06,galliformes-domestic
54912111,2022-05-06,galliformes-domestic
54912111,2021-03-28,other-bird
54912111,2021-03-28,other-bird
54912111,2022-02-25,galliformes-domestic
54912111,2022-02-25,galliformes-domestic
54912111,2022-03-31,galliformes-domestic
54912111,2022-03-31,galliformes-domestic
54912111,2022-06-28,anseriformes-wild
54912111,2022-06-28,anseriformes-wild
54912111,2022-06-02,anseriformes-wild
54912111,2022-06-02,anseriformes-wild
54912111,2022-05-12,anseriformes-wild
54912111,2022-05-12,anseriformes-wild
54912111,2020-11-10,anseriformes-wild
54912111,2020-11-10,anseriformes-wild
54912111,2022-04-26,galliformes-domestic
54912111,2022-04-26,galliformes-domestic
54912111,2022-05-30,anseriformes-wild
54912111,2022-05-30,anseriformes-wild
54912111,2021-06-05,galliformes-domestic
54912111,2021-06-05,galliformes-domestic
54912111,2022-06-01,anseriformes-wild
54912111,2022-06-01,anseriformes-wild
54912111,2022-04-13,galliformes-domestic
54912111,2022-04-13,galliformes-domestic
54912111,2022-05-08,anseriformes-wild
54912111,2022-05-08,anseriformes-wild
54912111,2022-04-13,anseriformes-wild
54912111,2022-04-13,anseriformes-wild
54912111,2021-09-13,galliformes-domestic
54912111,2021-09-13,galliformes-domestic
54912111,2021-04-22,galliformes-wild
54912111,2021-04-22,galliformes-wild
54912111,2022-02-13,galliformes-domestic
54912111,2022-02-13,galliformes-domestic
54912111,2022-01-23,galliformes-wild
54912111,2022-01-23,galliformes-wild
54912111,2021-09-01,mammal
54912111,2021-09-01,mammal
54912111,2022-05-06,galliformes-domestic
54912111,2022-05-06,galliformes-domestic
54912111,2022-03-23,galliformes-domestic
54912111,2022-03-23,galliformes-domestic
54912111,2022-07-24,anseriformes-wild
54912111,2022-07-24,anseriformes-wild
54912111,2022-01-06,anseriformes-wild
54912111,2022-01-06,anseriformes-wild
54912111,2021-08-13,anseriformes-domestic
54912111,2021-08-13,anseriformes-domestic
54912111,2022-04-08,anseriformes-wild
54912111,2022-04-08,anseriformes-wild
54912111,2022-06-25,anseriformes-wild
54912111,2022-06-25,anseriformes-wild
54912111,2022-04-15,anseriformes-wild
54912111,2022-04-15,anseriformes-wild
54912111,2022-02-27,galliformes-domestic
54912111,2022-02-27,galliformes-domestic
54912111,2022-03-09,other-bird
54912111,2022-03-09,other-bird
54912111,2022-06-02,anseriformes-wild
54912111,2022-06-02,anseriformes-wild
54912111,2022-01-28,galliformes-domestic
54912111,2022-01-28,galliformes-domestic
54912111,2022-06-28,anseriformes-wild
54912111,2022-06-28,anseriformes-wild
54912111,2021-12-01,galliformes-domestic
54912111,2021-12-01,galliformes-domestic
54912111,2022-01-16,anseriformes-wild
54912111,2022-01-16,anseriformes-wild
54912111,2021-09-15,galliformes-wild
54912111,2021-09-15,galliformes-wild
54912111,2022-03-15,anseriformes-wild
54912111,2022-03-15,anseriformes-wild
54912111,2022-04-15,other-bird
54912111,2022-04-15,other-bird
54912111,2022-04-24,galliformes-domestic
54912111,2022-04-24,galliformes-domestic
54912111,2022-06-04,galliformes-domestic
54912111,2022-06-04,galliformes-domestic
54912111,2022-07-19,anseriformes-wild
54912111,2022-07-19,anseriformes-wild
54912111,2022-03-30,galliformes-domestic
54912111,2022-03-30,galliformes-domestic
54912111,2022-01-22,galliformes-domestic
54912111,2022-01-22,galliformes-domestic
54912111,2021-10-28,galliformes-domestic
54912111,2021-10-28,galliformes-domestic
54912111,2022-05-21,galliformes-domestic
54912111,2022-05-21,galliformes-domestic
54912111,2021-10-10,anseriformes-wild
54912111,2021-10-10,anseriformes-wild
54912111,2022-04-05,anseriformes-wild
54912111,2022-04-05,anseriformes-wild
54912111,2021-11-27,other-bird
54912111,2021-11-27,other-bird
54912111,2022-02-15,galliformes-domestic
54912111,2022-02-15,galliformes-domestic
54912111,2022-03-28,galliformes-domestic
54912111,2022-03-28,galliformes-domestic
54912111,2022-02-16,anseriformes-wild
54912111,2022-02-16,anseriformes-wild
54912111,2020-11-19,anseriformes-domestic
54912111,2020-11-19,anseriformes-domestic
54912111,2020-01-05,galliformes-wild
54912111,2020-01-05,galliformes-wild
54912111,2020-11-10,galliformes-domestic
54912111,2020-11-10,galliformes-domestic
54912111,2022-05-01,anseriformes-wild
54912111,2022-05-01,anseriformes-wild
54912111,2022-02-14,other-bird
54912111,2022-02-14,other-bird
54912111,2021-11-18,galliformes-domestic
54912111,2021-11-18,galliformes-domestic
54912111,2022-06-14,galliformes-domestic
54912111,2022-06-14,galliformes-domestic
54912111,2022-05-08,anseriformes-wild
54912111,2022-05-08,anseriformes-wild
54912111,2022-05-06,anseriformes-wild
54912111,2022-05-06,anseriformes-wild
54912111,2022-06-23,galliformes-domestic
54912111,2022-06-23,galliformes-domestic
54912111,2022-03-31,anseriformes-domestic
54912111,2022-03-31,anseriformes-domestic
54912111,2022-03-03,anseriformes-wild
54912111,2022-03-03,anseriformes-wild
54912111,2022-05-12,galliformes-domestic
54912111,2022-05-12,galliformes-domestic
54912111,2022-04-30,anseriformes-wild
54912111,2022-04-30,anseriformes-wild
54912111,2022-05-21,anseriformes-wild
54912111,2022-05-21,anseriformes-wild
54912111,2022-04-26,anseriformes-wild
54912111,2022-04-26,anseriformes-wild
54912111,2021-09-14,anseriformes-domestic
54912111,2021-09-14,anseriformes-domestic
54912111,2020-01-18,mammal
54912111,2020-01-18,mammal
54912111,2021-12-06,galliformes-domestic
54912111,2021-12-06,galliformes-domestic
54912111,2020-01-18,galliformes-wild
54912111,2020-01-18,galliformes-wild
54912111,2022-04-24,anseriformes-wild
54912111,2022-04-24,anseriformes-wild
54912111,2021-06-03,anseriformes-wild
54912111,2021-06-03,anseriformes-wild
54912111,2021-03-06,galliformes-domestic
54912111,2021-03-06,galliformes-domestic
54912111,2022-03-28,galliformes-domestic
54912111,2022-03-28,galliformes-domestic
54912111,2021-03-06,galliformes-domestic
54912111,2021-03-06,galliformes-domestic
54912111,2022-06-30,anseriformes-wild
54912111,2022-06-30,anseriformes-wild
54912111,2022-07-08,galliformes-domestic
54912111,2022-07-08,galliformes-domestic
54912111,2022-02-14,galliformes-wild
54912111,2022-02-14,galliformes-wild
54912111,2022-02-19,anseriformes-wild
54912111,2022-02-19,anseriformes-wild
54912111,2022-03-28,galliformes-domestic
54912111,2022-03-28,galliformes-domestic
54912111,2022-03-02,galliformes-domestic
54912111,2022-03-02,galliformes-domestic
54912111,2022-03-25,galliformes-domestic
54912111,2022-03-25,galliformes-domestic
54912111,2022-04-07,anseriformes-wild
54912111,2022-04-07,anseriformes-wild
54912111,2022-06-30,anseriformes-wild
54912111,2022-06-30,anseriformes-wild
54912111,2022-01-15,other-bird
54912111,2022-01-15,other-bird
54912111,2022-07-24,anseriformes-wild
54912111,2022-07-24,anseriformes-wild
54912111,2022-06-09,galliformes-domestic
54912111,2022-06-09,galliformes-domestic
54912111,2022-01-08,anseriformes-wild
54912111,2022-01-08,anseriformes-wild
54912111,2020-11-13,galliformes-domestic
54912111,2020-11-13,galliformes-domestic
54912111,2021-08-18,galliformes-domestic
54912111,2021-08-18,galliformes-domestic
54912111,2022-03-30,anseriformes-wild
54912111,2022-03-30,anseriformes-wild
54912111,2021-09-19,anseriformes-wild
54912111,2021-09-19,anseriformes-wild
54912111,2021-04-18,other-bird
54912111,2021-04-18,other-bird
54912111,2022-06-02,galliformes-domestic
54912111,2022-06-02,galliformes-domestic
54912111,2022-03-03,mammal
54912111,2022-03-03,mammal
54912111,2022-07-04,galliformes-domestic
54912111,2022-07-04,galliformes-domestic
54912111,2022-03-28,galliformes-domestic
54912111,2022-03-28,galliformes-domestic
54912111,2022-06-25,galliformes-domestic
54912111,2022-06-25,galliformes-domestic
54912111,2021-12-04,galliformes-domestic
54912111,2021-12-04,galliformes-domestic
54912111,2021-11-13,galliformes-domestic
54912111,2021-11-13,galliformes-domestic
54912111,2022-02-25,galliformes-domestic
54912111,2022-02-25,galliformes-domestic
54912111,2022-03-12,anseriformes-wild
54912111,2022-03-12,anseriformes-wild
54912111,2021-09-20,galliformes-domestic
54912111,2021-09-20,galliformes-domestic
54912111,2022-01-27,galliformes-domestic
54912111,2022-01-27,galliformes-domestic
54912111,2021-05-28,other-bird
54912111,2021-05-28,other-bird
54912111,2021-10-14,galliformes-domestic
54912111,2021-10-14,galliformes-domestic
54912111,2022-01-01,galliformes-domestic
54912111,2022-01-01,galliformes-domestic
54912111,2022-02-16,galliformes-domestic
54912111,2022-02-16,galliformes-domestic
54912111,2022-04-29,galliformes-domestic
54912111,2022-04-29,galliformes-domestic
54912111,2022-05-03,galliformes-domestic
54912111,2022-05-03,galliformes-domestic
54912111,2022-03-01,galliformes-wild
54912111,2022-03-01,galliformes-wild
54912111,2022-02-27,anseriformes-wild
54912111,2022-02-27,anseriformes-wild
54912111,2022-03-09,galliformes-wild
54912111,2022-03-09,galliformes-wild
54912111,2021-08-23,anseriformes-wild
54912111,2021-08-23,anseriformes-wild
54912111,2021-11-05,galliformes-wild
54912111,2021-11-05,galliformes-wild
54912111,2022-07-15,galliformes-domestic
54912111,2022-07-15,galliformes-domestic
54912111,2022-04-11,galliformes-domestic
54912111,2022-04-11,galliformes-domestic
54912111,2022-06-17,galliformes-domestic
54912111,2022-06-17,galliformes-domestic
54912111,2022-03-19,galliformes-wild
54912111,2022-03-19,galliformes-wild
54912111,2021-03-02,anseriformes-wild
54912111,2021-03-02,anseriformes-wild
54912111,2022-05-18,anseriformes-wild
54912111,2022-05-18,anseriformes-wild
54912111,2021-12-21,anseriformes-wild
54912111,2021-12-21,anseriformes-wild
54912111,2022-04-29,anseriformes-wild
54912111,2022-04-29,anseriformes-wild
54912111,2022-07-11,anseriformes-wild
54912111,2022-07-11,anseriformes-wild
54912111,2022-04-27,galliformes-domestic
54912111,2022-04-27,galliformes-domestic
54912111,2022-04-21,anseriformes-wild
54912111,2022-04-21,anseriformes-wild
54912111,2022-04-01,anseriformes-wild
54912111,2022-04-01,anseriformes-wild
54912111,2022-03-18,galliformes-domestic
54912111,2022-03-18,galliformes-domestic
54912111,2022-02-08,galliformes-domestic
54912111,2022-02-08,galliformes-domestic
54912111,2022-01-26,galliformes-wild
54912111,2022-01-26,galliformes-wild
54912111,2022-07-04,galliformes-domestic
54912111,2022-07-04,galliformes-domestic
54912111,2022-03-18,anseriformes-wild
54912111,2022-03-18,anseriformes-wild
54912111,2022-04-29,mammal
54912111,2022-04-29,mammal
54912111,2021-01-05,galliformes-domestic
54912111,2021-01-05,galliformes-domestic
54912111,2022-01-02,anseriformes-wild
54912111,2022-01-02,anseriformes-wild
54912111,2021-12-10,anseriformes-wild
54912111,2021-12-10,anseriformes-wild
54912111,2022-04-08,anseriformes-wild
54912111,2022-04-08,anseriformes-wild
54912111,2021-10-17,anseriformes-wild
54912111,2021-10-17,anseriformes-wild
54912111,2022-02-25,anseriformes-wild
54912111,2022-02-25,anseriformes-wild
54912111,2021-09-21,galliformes-domestic
54912111,2021-09-21,galliformes-domestic
54912111,2022-03-19,anseriformes-wild
54912111,2022-03-19,anseriformes-wild
54912111,2022-06-04,galliformes-domestic
54912111,2022-06-04,galliformes-domestic
54912111,2022-03-01,galliformes-domestic
54912111,2022-03-01,galliformes-domestic
54912111,2021-01-05,anseriformes-domestic
54912111,2021-01-05,anseriformes-domestic
54912111,2021-12-01,anseriformes-wild
54912111,2021-12-01,anseriformes-wild
54912111,2022-02-05,anseriformes-wild
54912111,2022-02-05,anseriformes-wild
54912111,2021-12-01,anseriformes-wild
54912111,2021-12-01,anseriformes-wild
54912111,2022-05-07,galliformes-domestic
54912111,2022-05-07,galliformes-domestic
54912111,2020-11-26,galliformes-wild
54912111,2020-11-26,galliformes-wild
54912111,2021-09-18,galliformes-domestic
54912111,2021-09-18,galliformes-domestic
54912111,2021-12-06,galliformes-domestic
54912111,2021-12-06,galliformes-domestic
54912111,2022-04-05,anseriformes-wild
54912111,2022-04-05,anseriformes-wild
54912111,2022-05-26,galliformes-domestic
54912111,2022-05-26,galliformes-domestic
54912111,2020-12-16,anseriformes-wild
54912111,2020-12-16,anseriformes-wild
54912111,2022-05-12,anseriformes-wild
54912111,2022-05-12,anseriformes-wild
54912111,2022-01-28,galliformes-wild
54912111,2022-01-28,galliformes-wild
54912111,2021-05-20,anseriformes-wild
54912111,2021-05-20,anseriformes-wild
54912111,2021-09-25,anseriformes-wild
54912111,2021-09-25,anseriformes-wild
54912111,2022-03-04,galliformes-domestic
54912111,2022-03-04,galliformes-domestic
54912111,2022-04-16,galliformes-domestic
54912111,2022-04-16,galliformes-domestic
54912111,2022-01-25,galliformes-domestic
54912111,2022-01-25,galliformes-domestic
54912111,2022-03-31,galliformes-domestic
54912111,2022-03-31,galliformes-domestic
54912111,2022-05-01,anseriformes-wild
54912111,2022-05-01,anseriformes-wild
54912111,2021-09-20,galliformes-domestic
54912111,2021-09-20,galliformes-domestic
54912111,2022-06-17,anseriformes-wild
54912111,2022-06-17,anseriformes-wild
54912111,2022-02-27,anseriformes-wild
54912111,2022-02-27,anseriformes-wild
54912111,2021-03-02,galliformes-wild
54912111,2021-03-02,galliformes-wild
54912111,2021-11-19,mammal
54912111,2021-11-19,mammal
54912111,2021-01-05,galliformes-domestic
54912111,2021-01-05,galliformes-domestic
54912111,2022-05-04,anseriformes-domestic
54912111,2022-05-04,anseriformes-domestic
54912111,2021-09-14,galliformes-domestic
54912111,2021-09-14,galliformes-domestic
54912111,2022-01-06,other-bird
54912111,2022-01-06,other-bird
54912111,2021-07-05,other-bird
54912111,2021-07-05,other-bird
54912111,2022-03-31,anseriformes-wild
54912111,2022-03-31,anseriformes-wild
54912111,2021-10-14,galliformes-domestic
54912111,2021-10-14,galliformes-domestic
54912111,2021-08-13,galliformes-domestic
54912111,2021-08-13,galliformes-domestic
54912111,2021-11-09,galliformes-domestic
54912111,2021-11-09,galliformes-domestic
54912111,2021-09-13,anseriformes-wild
54912111,2021-09-13,anseriformes-wild
54912111,2021-11-01,galliformes-domestic
54912111,2021-11-01,galliformes-domestic
54912111,2021-12-10,galliformes-domestic
54912111,2021-12-10,galliformes-domestic
54912111,2022-02-23,galliformes-domestic
54912111,2022-02-23,galliformes-domestic
54912111,2021-03-06,galliformes-domestic
54912111,2021-03-06,galliformes-domestic
54912111,2021-05-03,anseriformes-wild
54912111,2021-05-03,anseriformes-wild
54912111,2022-04-09,anseriformes-wild
54912111,2022-04-09,anseriformes-wild
54912111,2022-06-30,anseriformes-wild
54912111,2022-06-30,anseriformes-wild
54912111,2021-11-22,galliformes-domestic
54912111,2021-11-22,galliformes-domestic
54912111,2022-06-29,anseriformes-wild
54912111,2022-06-29,anseriformes-wild
54912111,2021-12-19,galliformes-domestic
54912111,2021-12-19,galliformes-domestic
54912111,2022-05-12,galliformes-domestic
54912111,2022-05-12,galliformes-domestic
54912111,2021-12-07,anseriformes-wild
54912111,2021-12-07,anseriformes-wild
54912111,2022-03-17,galliformes-domestic
54912111,2022-03-17,galliformes-domestic
54912111,2021-03-06,anseriformes-wild
54912111,2021-03-06,anseriformes-wild
54912111,2022-04-26,anseriformes-wild
54912111,2022-04-26,anseriformes-wild
54912111,2021-08-14,galliformes-domestic
54912111,2021-08-14,galliformes-domestic
54912111,2022-06-07,galliformes-domestic
54912111,2022-06-07,galliformes-domestic
54912111,2022-04-26,anseriformes-wild
54912111,2022-04-26,anseriformes-wild
54912111,2021-11-13,anseriformes-wild
54912111,2021-11-13,anseriformes-wild
54912111,2019-11-22,other-bird
54912111,2019-11-22,other-bird
71521312,2019-09-28,galliformes-domestic
71521312,2019-09-12,galliformes-domestic
71521312,2019-10-06,galliformes-domestic
71521312,2019-09-26,galliformes-domestic
71521312,2019-09-22,anseriformes-wild
71521312,2019-09-27,galliformes-domestic
71521312,2019-10-07,galliformes-domestic
71521312,2019-10-08,galliformes-domestic
71521312,2019-09-16,galliformes-domestic
71521312,2019-07-22,galliformes-domestic
71521312,2019-10-25,galliformes-domestic
71521312,2019-10-09,anseriformes-domestic
71521312,2019-09-18,galliformes-domestic
71521312,2019-09-03,anseriformes-wild
71521312,2019-05-22,other-bird
71521312,2019-09-21,galliformes-domestic
71521312,2019-09-22,galliformes-domestic
71521312,2019-07-20,anseriformes-domestic
71521312,2019-10-12,anseriformes-wild
71521312,2019-07-29,galliformes-domestic
71521312,2019-09-22,galliformes-domestic
71521312,2019-09-02,galliformes-domestic
71521312,2019-10-01,environment
71521312,2019-10-28,anseriformes-wild
71521312,2019-09-28,environment
71521312,2019-10-26,other-bird
71521312,2019-10-20,galliformes-domestic
71521312,2019-10-15,galliformes-domestic
71521312,2019-11-10,galliformes-domestic
71521312,2019-10-12,anseriformes-wild
71521312,2019-12-04,galliformes-domestic
71521312,2019-10-16,anseriformes-wild
71521312,2019-10-13,galliformes-domestic
71521312,2019-08-10,galliformes-domestic
71521312,2019-10-14,galliformes-domestic
71521312,2019-08-27,galliformes-domestic
71521312,2019-11-11,galliformes-domestic
71521312,2019-08-27,anseriformes-wild
71521312,2019-09-25,galliformes-domestic
71521312,2019-10-30,galliformes-domestic
71521312,2019-09-03,galliformes-domestic
71521312,2019-09-21,galliformes-domestic
71521312,2019-10-28,galliformes-domestic
71521312,2019-11-23,galliformes-domestic
71521312,2019-06-13,other-bird
71521312,2019-07-09,anseriformes-wild
71521312,2019-11-16,anseriformes-wild
71521312,2019-09-01,galliformes-domestic
71521312,2019-09-16,galliformes-domestic
71521312,2019-09-07,galliformes-domestic
71521312,2019-10-01,galliformes-domestic
71521312,2019-09-27,anseriformes-wild
71521312,2019-09-14,anseriformes-wild
71521312,2019-11-08,galliformes-domestic
71521312,2019-10-22,galliformes-domestic
71521312,2019-09-14,anseriformes-domestic
71521312,2019-06-29,anseriformes-wild
71521312,2019-10-14,galliformes-domestic
71521312,2019-11-06,galliformes-domestic
71521312,2019-08-19,galliformes-domestic
71521312,2019-08-18,galliformes-domestic
71521312,2019-07-30,galliformes-domestic
71521312,2019-09-14,galliformes-domestic
71521312,2019-07-30,anseriformes-wild
71521312,2019-09-29,galliformes-domestic
71521312,2019-10-17,anseriformes-wild
71521312,2019-10-10,anseriformes-wild
71521312,2019-10-13,galliformes-domestic
71521312,2019-08-14,anseriformes-wild
71521312,2019-10-15,galliformes-domestic
71521312,2019-10-04,galliformes-domestic
71521312,2019-10-26,galliformes-domestic
71521312,2019-11-04,galliformes-domestic
71521312,2019-10-31,anseriformes-wild
71521312,2019-10-09,galliformes-domestic
71521312,2019-08-21,galliformes-domestic
71521312,2019-10-24,galliformes-domestic
71521312,2019-10-14,galliformes-domestic
71521312,2019-11-05,galliformes-domestic
71521312,2019-09-23,galliformes-domestic
71521312,2019-08-29,galliformes-domestic
71521312,2019-09-29,galliformes-domestic
71521312,2019-07-19,galliformes-wild
71521312,2019-09-28,galliformes-domestic
71521312,2019-10-21,anseriformes-wild
71521312,2019-09-16,galliformes-domestic
71521312,2019-06-10,galliformes-domestic
71521312,2019-08-22,galliformes-domestic
71521312,2019-08-31,galliformes-domestic
71521312,2019-09-06,environment
71521312,2019-10-11,anseriformes-wild
71521312,2019-10-20,galliformes-domestic
71521312,2019-08-19,galliformes-domestic
71521312,2019-11-06,galliformes-domestic
71521312,2019-06-10,anseriformes-domestic
71521312,2019-10-06,anseriformes-wild
71521312,2019-09-23,galliformes-wild
71521312,2019-10-12,galliformes-domestic
71521312,2019-10-08,galliformes-domestic
71521312,2019-11-23,galliformes-domestic
71521312,2019-10-23,anseriformes-wild
71521312,2019-10-31,anseriformes-wild
71521312,2019-11-12,galliformes-domestic
71521312,2019-09-16,galliformes-domestic
71521312,2019-08-01,galliformes-domestic
71521312,2019-10-13,anseriformes-wild
71521312,2019-08-26,galliformes-domestic
71521312,2019-11-11,galliformes-domestic
71521312,2019-08-22,galliformes-domestic
71521312,2019-09-21,galliformes-domestic
71521312,2019-06-02,galliformes-domestic
71521312,2019-10-21,galliformes-domestic
71521312,2019-07-16,anseriformes-wild
71521312,2019-10-18,galliformes-domestic
71521312,2019-10-25,galliformes-domestic
71521312,2019-08-10,galliformes-domestic
71521312,2019-10-05,galliformes-domestic
71521312,2019-09-23,galliformes-domestic
71521312,2019-10-17,anseriformes-domestic
71521312,2019-07-28,galliformes-domestic
71521312,2019-10-12,galliformes-domestic
71521312,2019-05-15,anseriformes-domestic
71521312,2019-08-29,galliformes-domestic
71521312,2019-10-06,galliformes-domestic
71521312,2019-09-19,galliformes-domestic
71521312,2019-11-12,galliformes-domestic
71521312,2019-08-10,anseriformes-wild
71521312,2019-08-07,anseriformes-wild
71521312,2019-08-07,galliformes-domestic
71521312,2019-09-17,galliformes-domestic
71521312,2019-11-02,anseriformes-wild
71521312,2019-10-13,galliformes-domestic
71521312,2019-07-16,anseriformes-wild
71521312,2019-11-11,galliformes-domestic
71521312,2019-09-25,galliformes-domestic
71521312,2019-11-08,galliformes-domestic
71521312,2019-09-12,galliformes-domestic
71521312,2019-11-05,galliformes-domestic
71521312,2019-11-19,other-bird
71521312,2019-08-15,galliformes-domestic
71521312,2019-10-26,galliformes-domestic
71521312,2019-10-26,anseriformes-wild
71521312,2019-10-15,galliformes-domestic
71521312,2019-10-07,other-bird
71521312,2019-07-24,galliformes-domestic
71521312,2019-10-18,galliformes-domestic
71521312,2019-09-10,anseriformes-domestic
71521312,2019-09-28,anseriformes-wild
71521312,2019-08-24,anseriformes-wild
71521312,2019-09-26,galliformes-domestic
71521312,2019-11-02,galliformes-domestic
71521312,2019-07-11,anseriformes-wild
71521312,2019-10-23,galliformes-domestic
71521312,2019-07-20,anseriformes-domestic
71521312,2019-09-07,anseriformes-wild
71521312,2019-10-26,anseriformes-wild
71521312,2019-10-12,anseriformes-wild
71521312,2019-10-01,galliformes-domestic
71521312,2019-07-03,galliformes-domestic
71521312,2019-08-15,galliformes-domestic
71521312,2018-11-02,galliformes-wild
71521312,2019-07-29,galliformes-domestic
71521312,2019-10-17,galliformes-domestic
71521312,2019-08-17,anseriformes-wild
71521312,2019-10-07,galliformes-domestic
71521312,2019-10-31,anseriformes-wild
71521312,2019-09-26,galliformes-domestic
71521312,2019-10-05,galliformes-domestic
71521312,2019-09-04,galliformes-domestic
71521312,2019-08-28,anseriformes-wild
71521312,2019-08-31,anseriformes-wild
71521312,2019-07-30,other-bird
71521312,2019-09-20,anseriformes-wild
71521312,2019-08-28,galliformes-domestic
71521312,2019-08-24,anseriformes-wild
71521312,2019-06-06,galliformes-domestic
71521312,2019-10-24,galliformes-domestic
71521312,2019-10-15,anseriformes-wild
71521312,2019-10-11,galliformes-domestic
71521312,2019-10-08,galliformes-domestic
71521312,2019-08-24,anseriformes-wild
71521312,2019-09-28,galliformes-domestic
71521312,2019-07-19,galliformes-domestic
71521312,2019-09-22,anseriformes-wild
71521312,2019-11-04,galliformes-domestic
71521312,2019-11-01,anseriformes-wild
71521312,2019-07-02,galliformes-domestic
71521312,2019-07-24,galliformes-domestic
71521312,2019-10-05,galliformes-domestic
71521312,2019-11-06,galliformes-domestic
71521312,2019-10-12,galliformes-domestic
71521312,2019-09-11,galliformes-domestic
71521312,2019-07-24,galliformes-domestic
71521312,2019-09-17,galliformes-domestic
71521312,2019-08-02,galliformes-domestic
71521312,2019-11-04,anseriformes-wild
71521312,2019-09-28,environment
71521312,2019-09-20,galliformes-domestic
71521312,2019-06-01,galliformes-domestic
71521312,2019-09-14,anseriformes-wild
71521312,2019-08-24,anseriformes-wild
71521312,2019-10-14,anseriformes-wild
71521312,2019-09-23,anseriformes-domestic
71521312,2019-11-11,galliformes-domestic
71521312,2019-09-22,anseriformes-wild
71521312,2019-09-16,anseriformes-wild
71521312,2019-10-04,galliformes-domestic
71521312,2019-11-04,galliformes-domestic
71521312,2019-10-12,galliformes-domestic
71521312,2019-10-19,galliformes-domestic
71521312,2019-10-27,anseriformes-wild
71521312,2019-09-03,galliformes-domestic
71521312,2019-11-11,galliformes-domestic
71521312,2019-10-13,anseriformes-wild
71521312,2019-10-01,galliformes-domestic
71521312,2019-09-21,galliformes-domestic
71521312,2019-10-20,galliformes-domestic
71521312,2019-10-02,galliformes-domestic
71521312,2019-06-21,galliformes-domestic
71521312,2019-12-09,galliformes-domestic
71521312,2019-09-13,anseriformes-wild
71521312,2019-08-19,galliformes-domestic
71521312,2019-10-12,galliformes-domestic
71521312,2019-09-29,galliformes-domestic
