weighted_diff_coeff,median_anseriformes_wild,median_charadriiformes_wild,segment,collection_regionname,season
2016418,1.510809781233281,0.1220783754457444,pb1,europe,migrating_spring
1410868,0,0.3137612924251747,pb1,europe,migrating_spring
4847874,0.7324013175790883,0,pb1,asia,migrating_spring
1812346,1.0763910336350135,0.03373649909096676,pb1,asia,migrating_autumn
2398258,0.1226830308996052,0.11678697966385432,pb1,central & northern america,migrating_autumn
1147087,0.6639032902961889,0,pb1,central & northern america,overwintering
2042003,0.3483204007306582,0,pb1,central & northern america,migrating_spring
2786867,0.6310051923493756,0,pb1,europe,migrating_autumn
1357538,7.598304432905106,0.4123153840841023,pb2,asia,breeding
199703,0,0,pb2,asia,migrating_autumn
186426.6,4.760335447273431,0,pb2,europe,migrating_spring
433833.8,0.02809351836267909,1.4993068097038778,pb2,europe,migrating_autumn
101215.6,0.4362408903708892,0.05632419198102562,pb2,europe,migrating_spring
775702.8,1.239756357927,0.1879733212407204,pb2,europe,migrating_spring
1498767,0.32621069403228686,1.0638502316138303,pb2,europe,breeding
1985935,0.7450113323607297,0,pb2,asia,overwintering
1508578,2.118154420919504,0.06108291395828358,pb2,africa,migrating_autumn
1813289,0.12940427372185326,0.21030173178313172,pb2,central & northern america,breeding
1121473,0.6863519416010423,0,pb2,central & northern america,overwintering
712397.9,0.07806255909094029,0,pb2,central & northern america,overwintering
2731181,0.6296218714292692,0,pb2,europe,migrating_autumn
