tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_original,profile_lab,cluster_label.x,collection_tipdate,collection_dateerror,cluster_profile,cluster_label.y,clade,number_Conti,number_hostType,Num_Sequence,Range_of_Host,Range_of_HostType,Host_Range_Per_Continent,Continent_of_Earliest_Date,Host_of_Earliest_Sample_Date,Range_of_Continent,Length_Between_First_Last_Sample,number_Mammal,prop_Mammal,group
H5N1|2344b|EPI_ISL_china_20230838|anseriformes|china|2_6_1_1_6_1_1_1|2021-10-16,H5N1,EPI_ISL_china_20230838,a/tundra_swan/inner_mongolia/wf31/2021,2021-10-16,2021-10,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,nei mongol,cn.nm,44.083329648604,113.188484632426,Asia / China / Inner_Mongolia / _Mongolia / _Mongolia,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-10-16,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_china_20230839|anseriformes|china|2_6_1_1_6_1_1_1|2021-10-16,H5N1,EPI_ISL_china_20230839,a/tundra_swan/inner_mongolia/wf11/2021,2021-10-16,2021-10,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,nei mongol,cn.nm,44.083329648604,113.188484632426,Asia / China / Inner_Mongolia / _Mongolia / _Mongolia,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-10-16,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_china_20230847|anseriformes|china|2_6_1_1_6_1_1_1|2021-12-02,H5N1,EPI_ISL_china_20230847,a/whooper_swan/henan/sq3/2021,2021-12-02,2021-12,2021,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,Asia / China / Henan / NA / NA,NA,H5N1/2021/R4_Asia,2021-12-02,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18245816|anseriformes|poland|2_6_1_1_6_1_1_1|2022-04-07,H5N1,EPI_ISL_18245816,A/mute_swan/Poland/MB122/2022,2022-04-07,2022-04,2022,Aves,anseriformes,anatidae,cygnus olor,mute swan,TRUE,wild,anseriformes-wild,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,NA,NA,H5N1/2021/R4_Asia,2022-04-07,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18245816|anseriformes|poland|2_6_1_1_6_1_1_1|2022-04-07,H5N1,EPI_ISL_18245816,A/mute_swan/Poland/MB122/2022,2022-04-07,2022-04,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern europe,poland,pol,52.1141994014432,19.4236724631525,warmińsko-mazurskie,na,53.857820060305,20.8226086933633,NA,NA,H5N1/2021/R4_Asia,2022-04-07,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18755528|anseriformes|united_states|2_6_1_1_6_1_1_1|2022-10-14,H5N1,EPI_ISL_18755528,A/american wigeon/Alaska/USGS-0890/2022,2022-10-14,2022-10,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,northern america,united states,usa,44.75294654392,-103.651025114044,alaska,us.ak,63.9513927980493,-152.396756538795,NA,NA,H5N1/2021/R4_Asia,2022-10-14,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_17371282|anseriformes|indonesia|2_6_1_1_6_1_1_1|2022-04-04,H5N1,EPI_ISL_17371282,A/duck/Hulu_Sungai_Utara/A0522064-06/2022,2022-04-04,2022-04,2022,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,south-eastern asia,indonesia,idn,-2.28622572968828,117.242699644596,kalimantan selatan,id.ks,-2.99309303653839,115.439680623362,NA,NA,H5N1/2021/R4_Asia,2022-04-04,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_17371283|anseriformes|indonesia|2_6_1_1_6_1_1_1|2022-04-04,H5N1,EPI_ISL_17371283,A/duck/Hulu_Sungai_Utara/A0522064-03-04/2022,2022-04-04,2022-04,2022,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,south-eastern asia,indonesia,idn,-2.28622572968828,117.242699644596,kalimantan selatan,id.ks,-2.99309303653839,115.439680623362,NA,NA,H5N1/2021/R4_Asia,2022-04-04,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_17655676|environment|japan|2_6_1_1_6_1_1_1|2021-12-20,H5N1,EPI_ISL_17655676,A/environment/Kagoshima/KU-B20/2021 (H5N1),2021-12-20,2021-12,2021,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,NA,NA,H5N1/2021/R4_Asia,2021-12-20,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373219|anseriformes|south_korea|2_6_1_1_6_1_1_1|2021-11-22,H5N1,EPI_ISL_18373219,A/Wild duck/Korea/21WF124-4/2021,2021-11-22,2021-11,2021,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,chungcheongbuk-do,kr.gb,36.737850075983,127.830446360213,NA,NA,H5N1/2021/R4_Asia,2021-11-22,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373220|anseriformes|south_korea|2_6_1_1_6_1_1_1|2021-12-01,H5N1,EPI_ISL_18373220,A/Baikal teal/Korea/21WF192-9/2021,2021-12-01,2021-12,2021,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollanam-do,kr.cn,34.8733358026855,126.897223705092,NA,NA,H5N1/2021/R4_Asia,2021-12-01,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373234|anseriformes|south_korea|2_6_1_1_6_1_1_1|2022-01-27,H5N1,EPI_ISL_18373234,A/Spot-billed_duck/Korea/21WC143/2022,2022-01-27,2022-01,2022,Aves,anseriformes,anatidae,anas zonorhyncha,eastern spot-billed duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,H5N1/2021/R4_Asia,2022-01-27,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373239|anseriformes|south_korea|2_6_1_1_6_1_1_1|2022-02-04,H5N1,EPI_ISL_18373239,A/Gadwall/Korea/21WC196/2022,2022-02-04,2022-02,2022,Aves,anseriformes,anatidae,mareca strepera,gadwall,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,H5N1/2021/R4_Asia,2022-02-04,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373221|anseriformes|south_korea|2_6_1_1_6_1_1_1|2021-12-05,H5N1,EPI_ISL_18373221,A/Wild duck/Korea/21WF241-1/2021,2021-12-05,2021-12,2021,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,chungcheongbuk-do,kr.gb,36.737850075983,127.830446360213,NA,NA,H5N1/2021/R4_Asia,2021-12-05,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373232|anseriformes|south_korea|2_6_1_1_6_1_1_1|2022-01-25,H5N1,EPI_ISL_18373232,A/Spot-billed duck/Korea/21WC138/2022,2022-01-25,2022-01,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,gyeongsangnam-do,kr.kn,35.3225325644814,128.261669154089,NA,NA,H5N1/2021/R4_Asia,2022-01-25,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_17371284|anseriformes|indonesia|2_6_1_1_6_1_1_1|2022-04-04,H5N1,EPI_ISL_17371284,A/duck/Hulu_Sungai_Utara/A0522067-06-07/2022,2022-04-04,2022-04,2022,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,south-eastern asia,indonesia,idn,-2.28622572968828,117.242699644596,kalimantan selatan,id.ks,-2.99309303653839,115.439680623362,NA,NA,H5N1/2021/R4_Asia,2022-04-04,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_17851883|galliformes|japan|2_6_1_1_6_1_1_1|2022-12-01,H5N1,EPI_ISL_17851883,A/chicken/Japan/AZRC-TU-17/2022,2022-12-01,2022-12,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,NA,NA,NA,NA,NA,NA,H5N1/2021/R4_Asia,2022-12-01,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18284466|galliformes|japan|2_6_1_1_6_1_1_1|2022-10-28,H5N1,EPI_ISL_18284466,A/chicken/Okayama/22A1T/2022,2022-10-28,2022-10,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,okayama,jp.oy,34.8921234580739,133.826171708594,NA,NA,H5N1/2021/R4_Asia,2022-10-28,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373222|anseriformes|south_korea|2_6_1_1_6_1_1_1|2021-12-06,H5N1,EPI_ISL_18373222,A/Wild duck/Korea/21WF213-1/2021,2021-12-06,2021-12,2021,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollabuk-do,kr.cb,35.7159281817874,127.140659781938,NA,NA,H5N1/2021/R4_Asia,2021-12-06,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
